Year,Site Name,Coarse Group,Marchant Cell Number,Sample Count
2023,CABIN-W1036,Damaged Organisms,Cell 8,1
2023,CABIN-W1036,Zygoptera,Cell 8,5
2023,CABIN-W1036,Coleoptera (larvae),Cell 8,1
2023,CABIN-W1036,Chironomidae,Cell 8,1
2023,CABIN-W1036,Chaoboridae,Cell 8,6
2023,CABIN-W1036,Gastropoda,Cell 100,1
2023,CABIN-W1036,Damaged Organisms,Cell 100,3
2023,CABIN-W1036,Hydrachnidia,Cell 100,3
2023,CABIN-W1036,Chaoboridae,Cell 100,15
2023,CABIN-W1036,Coleoptera (larvae),Cell 100,2
2023,CABIN-W1036,Zygoptera,Cell 100,6
2023,CABIN-W1036,Amphipoda,Cell 100,3
2023,CABIN-W1036,Amphipoda,Cell 67,3
2023,CABIN-W1036,Damaged Organisms,Cell 67,3
2023,CABIN-W1036,Zygoptera,Cell 67,3
2023,CABIN-W1036,Chaoboridae,Cell 67,3
2023,CABIN-W1036,Zygoptera,Cell 1,3
2023,CABIN-W1036,Hemiptera,Cell 1,1
2023,CABIN-W1036,Chaoboridae,Cell 1,7
2023,CABIN-W1036,Damaged Organisms,Cell 1,1
2023,CABIN-W1036,Gastropoda,Cell 1,1
2023,CABIN-W1036,Damaged Organisms,Cell 50,2
2023,CABIN-W1036,Amphipoda,Cell 50,1
2023,CABIN-W1036,Zygoptera,Cell 50,3
2023,CABIN-W1036,Coleoptera (larvae),Cell 50,1
2023,CABIN-W1036,Chironomidae,Cell 50,2
2023,CABIN-W1036,Chaoboridae,Cell 50,7
2023,CABIN-W1036,Damaged Organisms,Cell 54,3
2023,CABIN-W1036,Gastropoda,Cell 54,3
2023,CABIN-W1036,Amphipoda,Cell 54,2
2023,CABIN-W1036,Zygoptera,Cell 54,4
2023,CABIN-W1036,Chaoboridae,Cell 54,6
2023,CABIN-W1036,Hydrachnidia,Cell 81,1
2023,CABIN-W1036,Amphipoda,Cell 81,4
2023,CABIN-W1036,Ephemeroptera,Cell 81,1
2023,CABIN-W1036,Zygoptera,Cell 81,1
2023,CABIN-W1036,Hemiptera,Cell 81,1
2023,CABIN-W1036,Chaoboridae,Cell 81,3
2023,CABIN-W1036,Gastropoda,Cell 76,1
2023,CABIN-W1036,Hydrachnidia,Cell 76,1
2023,CABIN-W1036,Ephemeroptera,Cell 76,1
2023,CABIN-W1036,Zygoptera,Cell 76,5
2023,CABIN-W1036,Hemiptera,Cell 76,1
2023,CABIN-W1036,Coleoptera (larvae),Cell 76,1
2023,CABIN-W1036,Chaoboridae,Cell 76,4
2023,CABIN-W1036,Damaged Organisms,Cell 6,2
2023,CABIN-W1036,Hydrachnidia,Cell 6,1
2023,CABIN-W1036,Amphipoda,Cell 6,5
2023,CABIN-W1036,Zygoptera,Cell 6,7
2023,CABIN-W1036,Coleoptera (larvae),Cell 6,2
2023,CABIN-W1036,Chironomidae,Cell 6,1
2023,CABIN-W1036,Chaoboridae,Cell 6,4
2023,CABIN-W1036,Damaged Organisms,Cell 86,2
2023,CABIN-W1036,Amphipoda,Cell 86,1
2023,CABIN-W1036,Zygoptera,Cell 86,4
2023,CABIN-W1036,Chaoboridae,Cell 86,2
2023,CABIN-W1036,Damaged Organisms,Cell 29,3
2023,CABIN-W1036,Gastropoda,Cell 29,1
2023,CABIN-W1036,Amphipoda,Cell 29,2
2023,CABIN-W1036,Zygoptera,Cell 29,7
2023,CABIN-W1036,Hemiptera,Cell 29,1
2023,CABIN-W1036,Chironomidae,Cell 29,2
2023,CABIN-W1036,Chaoboridae,Cell 29,5
2023,CABIN-W1036,Damaged Organisms,Cell 20,3
2023,CABIN-W1036,Amphipoda,Cell 20,2
2023,CABIN-W1036,Zygoptera,Cell 20,2
2023,CABIN-W1036,Hemiptera,Cell 20,1
2023,CABIN-W1036,Chaoboridae,Cell 20,4
2023,CABIN-W1036,Gastropoda,Cell 60,2
2023,CABIN-W1036,Amphipoda,Cell 60,6
2023,CABIN-W1036,Ephemeroptera,Cell 60,1
2023,CABIN-W1036,Zygoptera,Cell 60,4
2023,CABIN-W1036,Coleoptera (larvae),Cell 60,2
2023,CABIN-W1036,Chaoboridae,Cell 60,9
2023,CABIN-W1036,Zygoptera,Cell 73,11
2023,CABIN-W1036,Chaoboridae,Cell 73,8
2023,CABIN-W1036,Damaged Organisms,Cell 73,2
2023,CABIN-W1036,Gastropoda,Cell 73,3
2023,CABIN-W1036,Amphipoda,Cell 73,8
2023,CABIN-W1036,Damaged Organisms,Cell 43,1
2023,CABIN-W1036,Hydrachnidia,Cell 43,1
2023,CABIN-W1036,Amphipoda,Cell 43,1
2023,CABIN-W1036,Zygoptera,Cell 43,7
2023,CABIN-W1036,Chaoboridae,Cell 43,9
2023,CABIN-W1036,Damaged Organisms,Cell 7,5
2023,CABIN-W1036,Hydrachnidia,Cell 7,1
2023,CABIN-W1036,Amphipoda,Cell 7,4
2023,CABIN-W1036,Ephemeroptera,Cell 7,1
2023,CABIN-W1036,Zygoptera,Cell 7,7
2023,CABIN-W1036,Hemiptera,Cell 7,1
2023,CABIN-W1036,Coleoptera (larvae),Cell 7,1
2023,CABIN-W1036,Chaoboridae,Cell 7,11
2023,CABIN-W1036,Damaged Organisms,Cell 30,3
2023,CABIN-W1036,Zygoptera,Cell 30,5
2023,CABIN-W1036,Chaoboridae,Cell 30,2
2023,CABIN-W1036,Damaged Organisms,Cell 52,3
2023,CABIN-W1036,Gastropoda,Cell 52,1
2023,CABIN-W1036,Hydrachnidia,Cell 52,1
2023,CABIN-W1036,Amphipoda,Cell 52,2
2023,CABIN-W1036,Zygoptera,Cell 52,4
2023,CABIN-W1036,Coleoptera (larvae),Cell 52,1
2023,CABIN-W1036,Chaoboridae,Cell 52,6
2023,CABIN-W1036,Hydrachnidia,Cell 94,2
2023,CABIN-W1036,Zygoptera,Cell 94,1
2023,CABIN-W1036,Chaoboridae,Cell 94,3
2023,CABIN-W1036-D,Amphipoda,Cell 28,1
2023,CABIN-W1036-D,Ephemeroptera,Cell 28,1
2023,CABIN-W1036-D,Trichoptera,Cell 28,1
2023,CABIN-W1036-D,Gastropoda,Cell 28,1
2023,CABIN-W1036-D,Chaoboridae,Cell 28,1
2023,CABIN-W1036-D,Chironomidae,Cell 28,2
2023,CABIN-W1036-D,Damaged Organisms,Cell 60,1
2023,CABIN-W1036-D,Gastropoda,Cell 60,2
2023,CABIN-W1036-D,Zygoptera,Cell 60,5
2023,CABIN-W1036-D,Amphipoda,Cell 60,3
2023,CABIN-W1036-D,Gastropoda,Cell 98,2
2023,CABIN-W1036-D,Amphipoda,Cell 98,1
2023,CABIN-W1036-D,Zygoptera,Cell 98,5
2023,CABIN-W1036-D,Ephemeroptera,Cell 98,3
2023,CABIN-W1036-D,Chironomidae,Cell 98,2
2023,CABIN-W1036-D,Amphipoda,Cell 11,2
2023,CABIN-W1036-D,Hydrachnidia,Cell 11,1
2023,CABIN-W1036-D,Chaoboridae,Cell 11,1
2023,CABIN-W1036-D,Zygoptera,Cell 11,11
2023,CABIN-W1036-D,Ephemeroptera,Cell 11,1
2023,CABIN-W1036-D,Chironomidae,Cell 69,2
2023,CABIN-W1036-D,Zygoptera,Cell 69,1
2023,CABIN-W1036-D,Gastropoda,Cell 17,2
2023,CABIN-W1036-D,Chironomidae,Cell 17,2
2023,CABIN-W1036-D,Damaged Organisms,Cell 17,1
2023,CABIN-W1036-D,Amphipoda,Cell 17,3
2023,CABIN-W1036-D,Ephemeroptera,Cell 17,1
2023,CABIN-W1036-D,Zygoptera,Cell 17,6
2023,CABIN-W1036-D,Hemiptera,Cell 36,2
2023,CABIN-W1036-D,Chaoboridae,Cell 36,2
2023,CABIN-W1036-D,Amphipoda,Cell 36,4
2023,CABIN-W1036-D,Zygoptera,Cell 36,8
2023,CABIN-W1036-D,Hydrachnidia,Cell 36,1
2023,CABIN-W1036-D,Gastropoda,Cell 36,5
2023,CABIN-W1036-D,Hirudinea,Cell 36,1
2023,CABIN-W1036-D,Damaged Organisms,Cell 91,2
2023,CABIN-W1036-D,Gastropoda,Cell 91,4
2023,CABIN-W1036-D,Zygoptera,Cell 91,4
2023,CABIN-W1036-D,Coleoptera (larvae),Cell 91,1
2023,CABIN-W1036-D,Chironomidae,Cell 91,1
2023,CABIN-W1036-D,Coleoptera (adults),Cell 24,1
2023,CABIN-W1036-D,Hemiptera,Cell 24,1
2023,CABIN-W1036-D,Zygoptera,Cell 24,6
2023,CABIN-W1036-D,Chironomidae,Cell 24,1
2023,CABIN-W1036-D,Hydrachnidia,Cell 24,1
2023,CABIN-W1036-D,Gastropoda,Cell 24,1
2023,CABIN-W1036-D,Amphipoda,Cell 24,3
2023,CABIN-W1036-D,Coleoptera (larvae),Cell 77,3
2023,CABIN-W1036-D,Chironomidae,Cell 77,2
2023,CABIN-W1036-D,Gastropoda,Cell 77,1
2023,CABIN-W1036-D,Zygoptera,Cell 77,11
2023,CABIN-W1036-D,Gastropoda,Cell 12,3
2023,CABIN-W1036-D,Ephemeroptera,Cell 12,1
2023,CABIN-W1036-D,Zygoptera,Cell 12,12
2023,CABIN-W1036-D,Hemiptera,Cell 12,1
2023,CABIN-W1036-D,Hirudinea,Cell 84,1
2023,CABIN-W1036-D,Gastropoda,Cell 84,8
2023,CABIN-W1036-D,Amphipoda,Cell 84,3
2023,CABIN-W1036-D,Zygoptera,Cell 84,7
2023,CABIN-W1036-D,Hemiptera,Cell 84,2
2023,CABIN-W1036-D,Chironomidae,Cell 84,2
2023,CABIN-W1036-D,Ceratopogonidae,Cell 84,1
2023,CABIN-W1036-D,Chaoboridae,Cell 84,3
2023,CABIN-W1036-D,Damaged Organisms,Cell 29,1
2023,CABIN-W1036-D,Amphipoda,Cell 29,1
2023,CABIN-W1036-D,Ephemeroptera,Cell 29,1
2023,CABIN-W1036-D,Zygoptera,Cell 29,10
2023,CABIN-W1036-D,Chironomidae,Cell 29,2
2023,CABIN-W1036-D,Amphipoda,Cell 67,4
2023,CABIN-W1036-D,Zygoptera,Cell 67,7
2023,CABIN-W1036-D,Hemiptera,Cell 67,2
2023,CABIN-W1036-D,Coleoptera (larvae),Cell 67,1
2023,CABIN-W1036-D,Damaged Organisms,Cell 4,1
2023,CABIN-W1036-D,Hirudinea,Cell 4,1
2023,CABIN-W1036-D,Gastropoda,Cell 4,1
2023,CABIN-W1036-D,Hydrachnidia,Cell 4,1
2023,CABIN-W1036-D,Amphipoda,Cell 4,2
2023,CABIN-W1036-D,Zygoptera,Cell 4,14
2023,CABIN-W1036-D,Coleoptera (larvae),Cell 4,2
2023,CABIN-W1036-D,Chironomidae,Cell 4,1
2023,CABIN-W1036-D,Ceratopogonidae,Cell 4,1
2023,CABIN-W1036-D,Chaoboridae,Cell 4,1
2023,CABIN-W1036-D,Gastropoda,Cell 73,1
2023,CABIN-W1036-D,Amphipoda,Cell 73,3
2023,CABIN-W1036-D,Zygoptera,Cell 73,14
2023,CABIN-W1036-D,Coleoptera (larvae),Cell 73,2
2023,CABIN-W1036-D,Chaoboridae,Cell 73,1
2023,CABIN-W1036-D,Hydrachnidia,Cell 97,2
2023,CABIN-W1036-D,Amphipoda,Cell 97,2
2023,CABIN-W1036-D,Zygoptera,Cell 97,11
2023,CABIN-W1036-D,Hemiptera,Cell 97,1
2023,CABIN-W1036-D,Coleoptera (larvae),Cell 97,1
2023,CABIN-W1036-D,Chironomidae,Cell 97,1
2023,CABIN-W1036-D,Amphipoda,Cell 59,3
2023,CABIN-W1036-D,Zygoptera,Cell 59,4
2023,CABIN-W1036-D,Hemiptera,Cell 59,1
2023,CABIN-W1036-D,Chironomidae,Cell 59,1
2023,CABIN-W1036-D,Hemiptera,Cell 82,2
2023,CABIN-W1036-D,Chaoboridae,Cell 82,1
2023,CABIN-W1036-D,Gastropoda,Cell 82,1
2023,CABIN-W1036-D,Amphipoda,Cell 82,3
2023,CABIN-W1036-D,Zygoptera,Cell 82,11
2023,CABIN-W1036-D,Damaged Organisms,Cell 55,1
2023,CABIN-W1036-D,Gastropoda,Cell 55,3
2023,CABIN-W1036-D,Amphipoda,Cell 55,2
2023,CABIN-W1036-D,Zygoptera,Cell 55,1
2023,CABIN-W1036-D,Hemiptera,Cell 55,1
2023,CABIN-W1036-D,Coleoptera (larvae),Cell 55,1
2023,CABIN-W1036-D,Chironomidae,Cell 55,1
2023,CABIN-W1036-D,Damaged Organisms,Cell 20,1
2023,CABIN-W1036-D,Gastropoda,Cell 20,4
2023,CABIN-W1036-D,Amphipoda,Cell 20,2
2023,CABIN-W1036-D,Zygoptera,Cell 20,7
2023,CABIN-W1036-D,Hemiptera,Cell 20,2
2023,CABIN-W1036-D,Chironomidae,Cell 20,2
2023,CABIN-W1036-D,Chaoboridae,Cell 20,2
2023,CABIN-W1036-D,Damaged Organisms,Cell 27,1
2023,CABIN-W1036-D,Gastropoda,Cell 27,2
2023,CABIN-W1036-D,Amphipoda,Cell 27,1
2023,CABIN-W1036-D,Zygoptera,Cell 27,7
2023,CABIN-W1036-D,Chironomidae,Cell 27,2
2023,CABIN-W1036-D,Gastropoda,Cell 8,3
2023,CABIN-W1036-D,Amphipoda,Cell 8,1
2023,CABIN-W1036-D,Zygoptera,Cell 8,6
2023,CABIN-W1036-D,Hemiptera,Cell 8,2
2023,CABIN-W1036-D,Chironomidae,Cell 8,2
2023,CABIN-W1036-D,Chaoboridae,Cell 8,1
2023,CABIN-W1036-D,Damaged Organisms,Cell 92,1
2023,CABIN-W1036-D,Gastropoda,Cell 92,5
2023,CABIN-W1036-D,Amphipoda,Cell 92,1
2023,CABIN-W1036-D,Zygoptera,Cell 92,11
2023,CABIN-W1036-D,Hemiptera,Cell 92,2
2023,CABIN-W1036-D,Chironomidae,Cell 92,1
2023,CABIN-W1037,Damaged Organisms,Cell 74,2
2023,CABIN-W1037,Hydrachnidia,Cell 74,1
2023,CABIN-W1037,Amphipoda,Cell 74,2
2023,CABIN-W1037,Ephemeroptera,Cell 74,2
2023,CABIN-W1037,Zygoptera,Cell 74,1
2023,CABIN-W1037,Coleoptera (larvae),Cell 74,1
2023,CABIN-W1037,Chironomidae,Cell 74,3
2023,CABIN-W1037,Chaoboridae,Cell 74,2
2023,CABIN-W1037,Damaged Organisms,Cell 8,3
2023,CABIN-W1037,Hydrachnidia,Cell 8,1
2023,CABIN-W1037,Amphipoda,Cell 8,3
2023,CABIN-W1037,Ephemeroptera,Cell 8,3
2023,CABIN-W1037,Zygoptera,Cell 8,1
2023,CABIN-W1037,Chironomidae,Cell 8,3
2023,CABIN-W1037,Damaged Organisms,Cell 59,6
2023,CABIN-W1037,Oligochaeta,Cell 59,1
2023,CABIN-W1037,Hirudinea,Cell 59,1
2023,CABIN-W1037,Hydrachnidia,Cell 59,1
2023,CABIN-W1037,Amphipoda,Cell 59,2
2023,CABIN-W1037,Ephemeroptera,Cell 59,2
2023,CABIN-W1037,Zygoptera,Cell 59,1
2023,CABIN-W1037,Hemiptera,Cell 59,2
2023,CABIN-W1037,Chironomidae,Cell 59,2
2023,CABIN-W1037,Chaoboridae,Cell 59,3
2023,CABIN-W1037,Ceratopogonidae,Cell 82,4
2023,CABIN-W1037,Chaoboridae,Cell 82,1
2023,CABIN-W1037,Damaged Organisms,Cell 82,5
2023,CABIN-W1037,Oligochaeta,Cell 82,2
2023,CABIN-W1037,Hydrachnidia,Cell 82,1
2023,CABIN-W1037,Amphipoda,Cell 82,5
2023,CABIN-W1037,Ephemeroptera,Cell 82,7
2023,CABIN-W1037,Zygoptera,Cell 82,1
2023,CABIN-W1037,Chironomidae,Cell 82,1
2023,CABIN-W1037,Damaged Organisms,Cell 15,1
2023,CABIN-W1037,Hydrachnidia,Cell 15,1
2023,CABIN-W1037,Amphipoda,Cell 15,5
2023,CABIN-W1037,Zygoptera,Cell 15,3
2023,CABIN-W1037,Hemiptera,Cell 15,1
2023,CABIN-W1037,Chironomidae,Cell 15,2
2023,CABIN-W1037,Ceratopogonidae,Cell 15,2
2023,CABIN-W1037,Damaged Organisms,Cell 16,3
2023,CABIN-W1037,Amphipoda,Cell 16,3
2023,CABIN-W1037,Ephemeroptera,Cell 16,1
2023,CABIN-W1037,Zygoptera,Cell 16,1
2023,CABIN-W1037,Chironomidae,Cell 16,4
2023,CABIN-W1037,Chaoboridae,Cell 16,1
2023,CABIN-W1037,Damaged Organisms,Cell 39,1
2023,CABIN-W1037,Amphipoda,Cell 39,6
2023,CABIN-W1037,Zygoptera,Cell 39,2
2023,CABIN-W1037,Ceratopogonidae,Cell 39,1
2023,CABIN-W1037,Damaged Organisms,Cell 46,1
2023,CABIN-W1037,Hydrachnidia,Cell 46,1
2023,CABIN-W1037,Amphipoda,Cell 46,4
2023,CABIN-W1037,Ephemeroptera,Cell 46,1
2023,CABIN-W1037,Zygoptera,Cell 46,1
2023,CABIN-W1037,Hemiptera,Cell 46,2
2023,CABIN-W1037,Coleoptera (larvae),Cell 46,1
2023,CABIN-W1037,Chironomidae,Cell 46,4
2023,CABIN-W1037,Ceratopogonidae,Cell 46,3
2023,CABIN-W1037,Chaoboridae,Cell 46,1
2023,CABIN-W1037,Damaged Organisms,Cell 5,4
2023,CABIN-W1037,Amphipoda,Cell 5,4
2023,CABIN-W1037,Ephemeroptera,Cell 5,2
2023,CABIN-W1037,Zygoptera,Cell 5,4
2023,CABIN-W1037,Hemiptera,Cell 5,1
2023,CABIN-W1037,Chironomidae,Cell 5,1
2023,CABIN-W1037,Chaoboridae,Cell 5,2
2023,CABIN-W1037,Damaged Organisms,Cell 22,3
2023,CABIN-W1037,Hydrachnidia,Cell 22,3
2023,CABIN-W1037,Amphipoda,Cell 22,5
2023,CABIN-W1037,Zygoptera,Cell 22,1
2023,CABIN-W1037,Chironomidae,Cell 22,2
2023,CABIN-W1037,Ceratopogonidae,Cell 22,1
2023,CABIN-W1037,Damaged Organisms,Cell 65,6
2023,CABIN-W1037,Oligochaeta,Cell 65,1
2023,CABIN-W1037,Gastropoda,Cell 65,1
2023,CABIN-W1037,Hydrachnidia,Cell 65,1
2023,CABIN-W1037,Amphipoda,Cell 65,2
2023,CABIN-W1037,Ephemeroptera,Cell 65,2
2023,CABIN-W1037,Zygoptera,Cell 65,2
2023,CABIN-W1037,Chironomidae,Cell 65,2
2023,CABIN-W1037,Ceratopogonidae,Cell 65,6
2023,CABIN-W1037,Chaoboridae,Cell 65,4
2023,CABIN-W1037,Chironomidae,Cell 33,1
2023,CABIN-W1037,Damaged Organisms,Cell 33,6
2023,CABIN-W1037,Hydrachnidia,Cell 33,1
2023,CABIN-W1037,Amphipoda,Cell 33,2
2023,CABIN-W1037,Ephemeroptera,Cell 33,2
2023,CABIN-W1037,Zygoptera,Cell 33,2
2023,CABIN-W1037,Hemiptera,Cell 33,2
2023,CABIN-W1037,Coleoptera (larvae),Cell 33,1
2023,CABIN-W1037,Chironomidae,Cell 41,2
2023,CABIN-W1037,Ceratopogonidae,Cell 41,1
2023,CABIN-W1037,Chaoboridae,Cell 41,2
2023,CABIN-W1037,Damaged Organisms,Cell 41,2
2023,CABIN-W1037,Hydrachnidia,Cell 41,1
2023,CABIN-W1037,Amphipoda,Cell 41,3
2023,CABIN-W1037,Ephemeroptera,Cell 41,3
2023,CABIN-W1037,Damaged Organisms,Cell 53,2
2023,CABIN-W1037,Hirudinea,Cell 53,1
2023,CABIN-W1037,Amphipoda,Cell 53,9
2023,CABIN-W1037,Ephemeroptera,Cell 53,2
2023,CABIN-W1037,Zygoptera,Cell 53,2
2023,CABIN-W1037,Coleoptera (larvae),Cell 53,2
2023,CABIN-W1037,Chironomidae,Cell 53,3
2023,CABIN-W1037,Ceratopogonidae,Cell 53,2
2023,CABIN-W1037,Chaoboridae,Cell 53,1
2023,CABIN-W1037,Damaged Organisms,Cell 21,3
2023,CABIN-W1037,Hydrachnidia,Cell 21,1
2023,CABIN-W1037,Amphipoda,Cell 21,5
2023,CABIN-W1037,Zygoptera,Cell 21,1
2023,CABIN-W1037,Hemiptera,Cell 21,1
2023,CABIN-W1037,Chironomidae,Cell 21,1
2023,CABIN-W1037,Ceratopogonidae,Cell 21,4
2023,CABIN-W1037,Chaoboridae,Cell 21,1
2023,CABIN-W1037,Damaged Organisms,Cell 50,3
2023,CABIN-W1037,Oligochaeta,Cell 50,1
2023,CABIN-W1037,Hydrachnidia,Cell 50,1
2023,CABIN-W1037,Amphipoda,Cell 50,4
2023,CABIN-W1037,Hemiptera,Cell 50,1
2023,CABIN-W1037,Coleoptera (larvae),Cell 50,1
2023,CABIN-W1037,Chironomidae,Cell 50,2
2023,CABIN-W1037,Ceratopogonidae,Cell 50,4
2023,CABIN-W1037,Chaoboridae,Cell 50,1
2023,CABIN-W1037,Damaged Organisms,Cell 70,2
2023,CABIN-W1037,Hydrachnidia,Cell 70,2
2023,CABIN-W1037,Ephemeroptera,Cell 70,2
2023,CABIN-W1037,Zygoptera,Cell 70,1
2023,CABIN-W1037,Hemiptera,Cell 70,1
2023,CABIN-W1037,Coleoptera (larvae),Cell 70,1
2023,CABIN-W1037,Chironomidae,Cell 70,4
2023,CABIN-W1037,Ceratopogonidae,Cell 70,3
2023,CABIN-W1037,Chaoboridae,Cell 70,2
2023,CABIN-W1037,Damaged Organisms,Cell 78,5
2023,CABIN-W1037,Hirudinea,Cell 78,1
2023,CABIN-W1037,Gastropoda,Cell 78,1
2023,CABIN-W1037,Bivalvia,Cell 78,1
2023,CABIN-W1037,Hydrachnidia,Cell 78,1
2023,CABIN-W1037,Amphipoda,Cell 78,2
2023,CABIN-W1037,Zygoptera,Cell 78,1
2023,CABIN-W1037,Hemiptera,Cell 78,1
2023,CABIN-W1037,Coleoptera (larvae),Cell 78,1
2023,CABIN-W1037,Chironomidae,Cell 78,4
2023,CABIN-W1037,Ceratopogonidae,Cell 78,2
2023,CABIN-W1037,Damaged Organisms,Cell 28,1
2023,CABIN-W1037,Hirudinea,Cell 28,1
2023,CABIN-W1037,Amphipoda,Cell 28,1
2023,CABIN-W1037,Zygoptera,Cell 28,2
2023,CABIN-W1037,Hemiptera,Cell 28,1
2023,CABIN-W1037,Chironomidae,Cell 28,2
2023,CABIN-W1037,Ceratopogonidae,Cell 28,1
2023,CABIN-W1037,Chaoboridae,Cell 28,2
2023,CABIN-W1037,Zygoptera,Cell 47,2
2023,CABIN-W1037,Chironomidae,Cell 47,3
2023,CABIN-W1037,Ceratopogonidae,Cell 47,4
2023,CABIN-W1037,Amphipoda,Cell 47,5
2023,CABIN-W1037,Ephemeroptera,Cell 47,2
2023,CABIN-W1037,Damaged Organisms,Cell 47,4
2023,CABIN-W1037,Gastropoda,Cell 47,1
2023,CABIN-W1037,Bivalvia,Cell 47,2
2023,CABIN-W1037,Oligochaeta,Cell 77,1
2023,CABIN-W1037,Gastropoda,Cell 77,1
2023,CABIN-W1037,Hydrachnidia,Cell 77,3
2023,CABIN-W1037,Amphipoda,Cell 77,6
2023,CABIN-W1037,Zygoptera,Cell 77,3
2023,CABIN-W1037,Hemiptera,Cell 77,1
2023,CABIN-W1037,Chironomidae,Cell 77,3
2023,CABIN-W1037,Chaoboridae,Cell 77,1
2023,CABIN-W1037,Damaged Organisms,Cell 89,4
2023,CABIN-W1037,Oligochaeta,Cell 89,1
2023,CABIN-W1037,Gastropoda,Cell 89,1
2023,CABIN-W1037,Amphipoda,Cell 89,2
2023,CABIN-W1037,Ephemeroptera,Cell 89,1
2023,CABIN-W1037,Hemiptera,Cell 89,1
2023,CABIN-W1037,Chironomidae,Cell 89,1
2023,CABIN-W1037,Ceratopogonidae,Cell 89,2
2023,CABIN-W1037,Chaoboridae,Cell 89,1
2023,CABIN-W1037,Damaged Organisms,Cell 7,2
2023,CABIN-W1037,Amphipoda,Cell 7,4
2023,CABIN-W1037,Zygoptera,Cell 7,2
2023,CABIN-W1037,Damaged Organisms,Cell 52,4
2023,CABIN-W1037,Amphipoda,Cell 52,7
2023,CABIN-W1037,Ephemeroptera,Cell 52,1
2023,CABIN-W1037,Zygoptera,Cell 52,3
2023,CABIN-W1037,Hemiptera,Cell 52,2
2023,CABIN-W1037,Coleoptera (larvae),Cell 52,1
2023,CABIN-W1037,Ceratopogonidae,Cell 52,3
2023,CABIN-W1037,Chaoboridae,Cell 52,1
2023,CABIN-W1037,Damaged Organisms,Cell 96,4
2023,CABIN-W1037,Hirudinea,Cell 96,1
2023,CABIN-W1037,Gastropoda,Cell 96,2
2023,CABIN-W1037,Amphipoda,Cell 96,1
2023,CABIN-W1037,Ephemeroptera,Cell 96,2
2023,CABIN-W1037,Hemiptera,Cell 96,1
2023,CABIN-W1037,Chironomidae,Cell 96,4
2023,CABIN-W1037,Ceratopogonidae,Cell 96,3
2023,CABIN-W1037,Chaoboridae,Cell 96,1
2023,CABIN-W1069,Chironomidae,Cell 41,2
2023,CABIN-W1069,Zygoptera,Cell 41,1
2023,CABIN-W1069,Ephemeroptera,Cell 41,1
2023,CABIN-W1069,Trichoptera,Cell 95,1
2023,CABIN-W1069,Oligochaeta,Cell 95,1
2023,CABIN-W1069,Amphipoda,Cell 22,1
2023,CABIN-W1069,Coleoptera (larvae),Cell 79,10
2023,CABIN-W1069,Chironomidae,Cell 79,31
2023,CABIN-W1069,Chaoboridae,Cell 79,31
2023,CABIN-W1069,Damaged Organisms,Cell 79,24
2023,CABIN-W1069,Oligochaeta,Cell 79,8
2023,CABIN-W1069,Gastropoda,Cell 79,46
2023,CABIN-W1069,Trichoptera,Cell 79,1
2023,CABIN-W1069,Hemiptera,Cell 79,16
2023,CABIN-W1069,Zygoptera,Cell 79,71
2023,CABIN-W1069,Anisoptera,Cell 79,1
2023,CABIN-W1069,Hydrachnidia,Cell 79,97
2023,CABIN-W1069,Amphipoda,Cell 79,47
2023,CABIN-W1069,Ephemeroptera,Cell 79,27
2023,CABIN-W1102,Hirudinea,Cell 84,2
2023,CABIN-W1102,Oligochaeta,Cell 84,1
2023,CABIN-W1102,Ephemeroptera,Cell 84,1
2023,CABIN-W1102,Zygoptera,Cell 84,16
2023,CABIN-W1102,Coleoptera (larvae),Cell 84,1
2023,CABIN-W1102,Chaoboridae,Cell 84,1
2023,CABIN-W1102,Zygoptera,Cell 89,6
2023,CABIN-W1102,Chironomidae,Cell 89,1
2023,CABIN-W1102,Chaoboridae,Cell 89,1
2023,CABIN-W1102,Zygoptera,Cell 44,2
2023,CABIN-W1102,Hirudinea,Cell 44,1
2023,CABIN-W1102,Chironomidae,Cell 44,2
2023,CABIN-W1102,Chaoboridae,Cell 44,1
2023,CABIN-W1102,Hirudinea,Cell 64,1
2023,CABIN-W1102,Zygoptera,Cell 64,7
2023,CABIN-W1102,Chironomidae,Cell 64,1
2023,CABIN-W1102,Chaoboridae,Cell 64,1
2023,CABIN-W1102,Hydrachnidia,Cell 46,2
2023,CABIN-W1102,Zygoptera,Cell 46,4
2023,CABIN-W1102,Hydrachnidia,Cell 87,1
2023,CABIN-W1102,Zygoptera,Cell 87,9
2023,CABIN-W1102,Chironomidae,Cell 87,2
2023,CABIN-W1102,Zygoptera,Cell 57,4
2023,CABIN-W1102,Chaoboridae,Cell 57,2
2023,CABIN-W1102,Oligochaeta,Cell 28,1
2023,CABIN-W1102,Zygoptera,Cell 28,8
2023,CABIN-W1102,Chaoboridae,Cell 28,3
2023,CABIN-W1102,Ceratopogonidae,Cell 28,1
2023,CABIN-W1102,Chironomidae,Cell 28,2
2023,CABIN-W1102,Oligochaeta,Cell 42,1
2023,CABIN-W1102,Hirudinea,Cell 42,1
2023,CABIN-W1102,Zygoptera,Cell 42,5
2023,CABIN-W1102,Chaoboridae,Cell 42,2
2023,CABIN-W1102,Zygoptera,Cell 51,2
2023,CABIN-W1102,Chaoboridae,Cell 51,2
2023,CABIN-W1102,Zygoptera,Cell 94,2
2023,CABIN-W1102,Chironomidae,Cell 94,1
