Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Identification Date,Identification Analyst,Coarse Group,Coarse Group Count,Proportion of Marchant Box Cells Counted
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Coleoptera (larvae),2,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Culicidae,0,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Decapoda,0,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Ephemeroptera,2,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Gastropoda,4,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Hemiptera,25,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Hirudinea,2,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Hydrachnidia,5,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Isopoda,0,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Lepidoptera,0,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Megaloptera,0,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Oligochaeta,0,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Other Diptera,0,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Plecoptera,0,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Simuliidae,0,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Tabanidae,0,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Tipulidae,0,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Trichoptera,1,27
Rotation 2,298,2018,6-Aug-18,JHO,28-Aug-18,WMO,Zygoptera,4,27
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Amphipoda,147,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Anisoptera,1,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Bivalvia,4,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Ceratopogonidae,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Chaoboridae,2,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Chironomidae,18,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Coleoptera (adults),1,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Coleoptera (larvae),0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Culicidae,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Decapoda,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Ephemeroptera,45,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Gastropoda,133,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Hemiptera,1,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Hirudinea,4,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Hydrachnidia,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Isopoda,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Lepidoptera,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Megaloptera,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Oligochaeta,8,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Other Diptera,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Plecoptera,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Simuliidae,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Tabanidae,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Tipulidae,0,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Trichoptera,1,4
Rotation 2,299,2018,8-Aug-18,JHO,23-Aug-18,SPA,Zygoptera,16,4
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Amphipoda,413,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Anisoptera,9,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Bivalvia,11,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Ceratopogonidae,1,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Chaoboridae,46,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Chironomidae,96,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Coleoptera (adults),1,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Coleoptera (larvae),14,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Culicidae,0,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Decapoda,0,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Ephemeroptera,9,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Gastropoda,39,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Hemiptera,126,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Hirudinea,19,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Hydrachnidia,4,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Isopoda,0,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Lepidoptera,0,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Megaloptera,0,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Oligochaeta,25,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Other Diptera,2,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Plecoptera,0,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Simuliidae,0,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Tabanidae,0,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Tipulidae,0,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Trichoptera,0,100
Rotation 1,317,2018,2-Jul-18,KLE,8-Aug-18,STO2,Zygoptera,2,100
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Amphipoda,6,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Anisoptera,1,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Bivalvia,0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Ceratopogonidae,7,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Chaoboridae,10,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Chironomidae,142,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Coleoptera (adults),0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Coleoptera (larvae),12,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Culicidae,0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Decapoda,0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Ephemeroptera,3,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Gastropoda,56,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Hemiptera,32,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Hirudinea,4,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Hydrachnidia,9,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Isopoda,0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Lepidoptera,0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Megaloptera,0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Oligochaeta,69,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Other Diptera,5,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Plecoptera,0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Simuliidae,0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Tabanidae,0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Tipulidae,0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Trichoptera,0,40
Rotation 1,318,2018,2-Jul-18,JZS,9-Aug-18,RH,Zygoptera,1,40
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Amphipoda,245,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Anisoptera,4,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Bivalvia,6,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Ceratopogonidae,2,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Chaoboridae,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Chironomidae,70,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Coleoptera (adults),0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Coleoptera (larvae),5,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Culicidae,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Decapoda,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Ephemeroptera,5,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Gastropoda,11,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Hemiptera,1,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Hirudinea,2,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Hydrachnidia,3,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Isopoda,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Lepidoptera,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Megaloptera,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Oligochaeta,16,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Other Diptera,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Plecoptera,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Simuliidae,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Tabanidae,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Tipulidae,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Trichoptera,0,15
Rotation 1,319,2018,3-Jul-18,KLE,10-Aug-18,CMI,Zygoptera,1,15
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Amphipoda,40,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Anisoptera,2,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Bivalvia,27,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Ceratopogonidae,26,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Chaoboridae,11,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Chironomidae,104,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Coleoptera (adults),0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Coleoptera (larvae),2,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Culicidae,0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Decapoda,0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Ephemeroptera,6,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Gastropoda,32,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Hemiptera,16,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Hirudinea,0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Hydrachnidia,8,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Isopoda,0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Lepidoptera,0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Megaloptera,0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Oligochaeta,67,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Other Diptera,0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Plecoptera,0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Simuliidae,0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Tabanidae,0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Tipulidae,0,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Trichoptera,9,51
Rotation 1,320,2018,3-Jul-18,JZS,10-Aug-18,JBO,Zygoptera,7,51
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Amphipoda,170,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Anisoptera,19,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Bivalvia,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Ceratopogonidae,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Chaoboridae,4,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Chironomidae,63,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Coleoptera (adults),0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Coleoptera (larvae),3,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Culicidae,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Decapoda,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Ephemeroptera,4,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Gastropoda,32,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Hemiptera,7,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Hirudinea,2,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Hydrachnidia,9,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Isopoda,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Lepidoptera,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Megaloptera,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Oligochaeta,29,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Other Diptera,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Plecoptera,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Simuliidae,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Tabanidae,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Tipulidae,0,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Trichoptera,2,14
Rotation 1,321,2018,5-Jul-18,JZS,13-Aug-18,ABU,Zygoptera,25,14
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Amphipoda,109,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Anisoptera,6,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Bivalvia,4,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Ceratopogonidae,0,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Chaoboridae,2,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Chironomidae,70,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Coleoptera (adults),0,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Coleoptera (larvae),5,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Culicidae,0,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Decapoda,0,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Ephemeroptera,47,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Gastropoda,13,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Hemiptera,10,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Hirudinea,3,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Hydrachnidia,8,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Isopoda,0,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Lepidoptera,0,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Megaloptera,0,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Oligochaeta,18,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Other Diptera,0,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Plecoptera,0,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Simuliidae,0,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Tabanidae,0,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Tipulidae,1,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Trichoptera,1,100
Rotation 1,322,2018,4-Jul-18,JZS,10-Aug-18,STO2,Zygoptera,19,100
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Amphipoda,206,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Anisoptera,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Bivalvia,3,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Ceratopogonidae,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Chaoboridae,3,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Chironomidae,14,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Coleoptera (adults),1,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Coleoptera (larvae),0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Culicidae,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Decapoda,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Ephemeroptera,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Gastropoda,44,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Hemiptera,7,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Hirudinea,1,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Hydrachnidia,2,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Isopoda,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Lepidoptera,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Megaloptera,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Oligochaeta,15,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Other Diptera,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Plecoptera,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Simuliidae,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Tabanidae,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Tipulidae,0,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Trichoptera,15,26
Rotation 1,346,2018,6-Jul-18,JZS,7-Aug-18,ABU,Zygoptera,39,26
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Amphipoda,148,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Anisoptera,3,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Bivalvia,26,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Ceratopogonidae,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Chaoboridae,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Chironomidae,158,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Coleoptera (adults),0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Coleoptera (larvae),0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Culicidae,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Decapoda,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Ephemeroptera,13,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Gastropoda,19,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Hemiptera,2,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Hirudinea,2,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Hydrachnidia,1,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Isopoda,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Lepidoptera,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Megaloptera,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Oligochaeta,58,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Other Diptera,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Plecoptera,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Simuliidae,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Tabanidae,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Tipulidae,0,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Trichoptera,11,100
Rotation 1,347,2018,2-Jul-18,KCA,10-Aug-18,ABU,Zygoptera,1,100
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Amphipoda,104,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Anisoptera,29,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Bivalvia,0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Ceratopogonidae,3,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Chaoboridae,3,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Chironomidae,72,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Coleoptera (adults),0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Coleoptera (larvae),0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Culicidae,0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Decapoda,0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Ephemeroptera,2,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Gastropoda,34,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Hemiptera,7,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Hirudinea,1,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Hydrachnidia,10,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Isopoda,0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Lepidoptera,0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Megaloptera,0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Oligochaeta,10,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Other Diptera,0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Plecoptera,0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Simuliidae,0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Tabanidae,0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Tipulidae,0,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Trichoptera,2,21
Rotation 1,348,2018,4-Jul-18,KLE,9-Aug-18,STO2,Zygoptera,72,21
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Amphipoda,78,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Anisoptera,0,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Bivalvia,149,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Ceratopogonidae,0,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Chaoboridae,14,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Chironomidae,85,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Coleoptera (adults),0,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Coleoptera (larvae),0,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Culicidae,0,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Decapoda,0,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Ephemeroptera,0,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Gastropoda,0,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Hemiptera,0,20
Rotation 1,349,2018,3-Jul-18,KCA,13-Aug-18,YDV,Hirudinea,9,20
