Site Number,Identification Date ,Coarse Sorting Group,Family          (Sub-family for Chironomidae),Genus & Species,Number of Specimens,Confirmed.Family,Confirmed.Genus & Species
CABIN-W638-2,25-Jun-19,UMOS,Physidae,Physella gyrina,,,
CABIN-W638-2,25-Jun-19,UMOS,Planorbidae,Planorbella sp.,,,
CABIN-W638-2,25-Jun-19,UMOS,UID,Ephemeroptera UID,,,
CABIN-W638-2,25-Jun-19,UMOS,Aeshnidae,Aeshna sp.,,,
CABIN-W638-2,25-Jun-19,UMOS,Libellulidae,Leucorrhinia proxima,2,Libellulidae,Leucorrhinia intacta
CABIN-W638-2,25-Jun-19,UMOS,Libellulidae,Leucorrhinia sp.,,,
CABIN-W638-2,25-Jun-19,UMOS,Coenagrionidae,Enallagma sp.,,,
CABIN-W638-2,25-Jun-19,UMOS,Corixidae,Sigara penniensis,,,
CABIN-W638-2,25-Jun-19,UMOS,Notonectidae,Buenoa confusa,2,Notonectidae,Buenoa macrotibialis
CABIN-W638-2,25-Jun-19,UMOS,Notonectidae,Buenoa sp.,,,
CABIN-W638-2,25-Jun-19,UMOS,Notonectidae,Notonecta sp.,,,
CABIN-W670,,Porifera,,,,,
CABIN-W670,,Hydrozoa,,,,,
CABIN-W670,,Platyhelminthes,,,,,
CABIN-W670,,Nematoda,,,,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Chaetogaster sp.,9,Naididae,Chaetogaster diaphanus
CABIN-W670,,Oligochaeta,,split,5,Naididae,Chaetogaster sp.
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Nais sp.,1,Naididae,Stylaria lacustris
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais variabilis
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Stylaria lacustris,108,Naididae,Stylaria lacustris
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Pristina sp.,,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Pristina sp.,3,Naididae,Pristina leidyi/longiseta
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Vejdovskyella sp.,1,Naididae,Vejdovskyella comata
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Vejdovskyella sp.,1,Naididae,Vejdovskyella comata
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Vejdovskyella sp.,1,Naididae,Vejdovskyella comata
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Vejdovskyella sp.,1,Naididae,Vejdovskyella comata
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Vejdovskyella sp.,1,Naididae,Vejdovskyella comata
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Vejdovskyella sp.,8,Naididae,Vejdovskyella comata
CABIN-W670,7/10/2020,Oligochaeta,Naididae,UID,37,Naididae,UID
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais sp.
CABIN-W670,7/10/2020,Oligochaeta,Naididae,UID,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Nais sp.,5,Naididae,Nais communis
CABIN-W670,,Oligochaeta,,split,18,Naididae,Nais variabilis
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Slavina appendiculata,23,Naididae,Slavina appendiculata
CABIN-W670,7/10/2020,Oligochaeta,Naididae,UID,1,Naididae,Dero digitata
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Nais sp.,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,UID,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Slavina appendiculata,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Nais sp.,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,UID,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Stylodrilus sp.,1,Lumbriculidae,Lumbriculus sp.
CABIN-W670,7/10/2020,Oligochaeta,Naididae,UID,2,Naididae,UID
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Slavina appendiculata,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Nais sp.,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,UID,0,,
CABIN-W670,7/10/2020,Oligochaeta,Enchytraeidae,UID,2,Enchytraeidae,UID
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Nais sp.,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,UID,0,,
CABIN-W670,7/10/2020,Clitellata,Enchytraeidae,UID,1,Aeolosomatidae,UID
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Nais sp.,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Pristina sp.,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,UID,0,,
CABIN-W670,7/10/2020,Oligochaeta,Enchytraeidae,UID,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,Slavina appendiculata,0,,
CABIN-W670,7/10/2020,Oligochaeta,Naididae,UID,0,,
CABIN-W670,7/10/2020,Oligochaeta,UID,UID,0,,
CABIN-W670,,Hirudinea,,,,,
CABIN-W670,18-Jun-19,Gastropoda,Planorbidae,Gyraulus sp.,,,
CABIN-W670,18-Jun-19,Gastropoda,Planorbidae,UID,,,
CABIN-W670,18-Jun-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W670,26-Oct-20,Hydrachnidia,Hydrodromidae,Hydrodroma sp.,,,
CABIN-W670,26-Oct-20,Hydrachnidia,Unionicolidae,Unionicola sp.,,,
CABIN-W670,26-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W670,26-Oct-20,Acari,Hydrozetidae,Hydrozetes sp.,,,
CABIN-W670,26-Oct-20,Acari,Malaconothridae,Trimalaconothrus sp.,,,
CABIN-W670,26-Oct-20,Acari,Halacaridae,Porolohmanella violacea,,,
CABIN-W670,,Cladocera,,,,,
CABIN-W670,,Ostracoda,,,,,
CABIN-W670,,Copepoda,,,,,
CABIN-W670,18-Jun-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W670,,Isopoda,,,,,
CABIN-W670,,Decapoda,,,,,
CABIN-W670,18-Jun-19,Ephemeroptera,Baetidae,Procloeon sp.,1,Baetidae,Procloeon sp.
CABIN-W670,18-Jun-19,Ephemeroptera,Caenidae,Caenis sp.,,,
CABIN-W670,18-Jun-19,Ephemeroptera,Caenidae,UID,,,
CABIN-W670,18-Jun-19,Ephemeroptera,UID,UID,,,
CABIN-W670,18-Jun-19,Anisoptera,UID,UID,,,
CABIN-W670,18-Jun-19,Zygoptera,Coenagrionidae,Enallagma sp.,,,
CABIN-W670,18-Jun-19,Zygoptera,UID,UID,,,
CABIN-W670,,Plecoptera,,,,,
CABIN-W670,18-Jun-19,Hemiptera,Corixidae,UID,,,
CABIN-W670,,Megaloptera,,,,,
CABIN-W670,,Lepidoptera,,,,,
CABIN-W670,18-Jun-19,Trichoptera,Leptoceridae,UID,,,
CABIN-W670,,Coleoptera (adults),,,,,
CABIN-W670,,Coleoptera (larvae),,,,,
CABIN-W670,16-Jun-20,Chironomidae,SNI,SNI,,,
CABIN-W670,16-Jun-20,Chironomidae,SNI,SNI,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Cladopelma sp.,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Cladotanytarsus sp. C RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Cladotanytarsus sp.,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Cryptotendipes sp.,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Dicrotendipes sp. B RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Einfeldia sp. C RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Endochironomus sp.,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Lauterborniella agrayloides,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Microtendipes sp.,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Parachironomus sp. D RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Parachironomus sp.,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Stempellinella fimbriata,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. B RPH ,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. C RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. D RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. E RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. K RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. L RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. N RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. Q RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,Tanytarsus sp.,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironominae,UID,,,
CABIN-W670,6-Jul-20,Chironomidae,Orthocladiinae,Corynoneura sp. C RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Orthocladiinae,Cricotopus sp. B RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Orthocladiinae,Cricotopus sp. C RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W670,6-Jul-20,Chironomidae,Orthocladiinae,Eukiefferiella sp.,,,
CABIN-W670,6-Jul-20,Chironomidae,Orthocladiinae,Nanocladius sp. A RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Orthocladiinae,Psectrocladius sp. D RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Orthocladiinae,Psectrocladius sp. K RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W670,6-Jul-20,Chironomidae,Orthocladiinae,UID,,,
CABIN-W670,6-Jul-20,Chironomidae,Tanypodinae,Ablabesmyia sp.,,,
CABIN-W670,6-Jul-20,Chironomidae,Tanypodinae,Guttipelopia guttipennis,,,
CABIN-W670,6-Jul-20,Chironomidae,Tanypodinae,Guttipelopia rosenbergi,,,
CABIN-W670,6-Jul-20,Chironomidae,Tanypodinae,Procladius sp. A RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Tanypodinae,Procladius sp. E RPH,,,
CABIN-W670,6-Jul-20,Chironomidae,Chironomidae,UID,,,
CABIN-W670,18-Jun-19,Ceratopogonidae,Ceratopogonidae,Bezzia/Palpomyia sp.,3,Ceratopogonidae,Bezzia/Palpomyia sp.
CABIN-W670,18-Jun-19,Ceratopogonidae,Ceratopogonidae,UID,3,Ceratopogonidae,Bezzia/Probezzia/Palpomyia sp.
CABIN-W670,,Tabanidae,,,,,
CABIN-W670,,Tipulidae,,,,,
CABIN-W670,,Culicidae,,,,,
CABIN-W670,,Chaoboridae,,,,,
CABIN-W670,,Simuliidae,,,,,
CABIN-W670,,Other Diptera,,,,,
CABIN-W670,,Other: ,,,,,
CABIN-W670,18-Jun-19,UMOS,Corduliidae,Cordulia shurtlefii,,,
CABIN-W670,18-Jun-19,UMOS,Corduliidae,UID,,,
CABIN-W670,18-Jun-19,UMOS,Coenagrionidae,UID,,,
CABIN-W670,18-Jun-19,UMOS,Belostomatidae,Lethocerus sp.,,,
CABIN-W679,,Porifera,,,,,
CABIN-W679,,Hydrozoa,,,,,
CABIN-W679,,Platyhelminthes,,,,,
CABIN-W679,,Nematoda,,,,,
CABIN-W679,28-Oct-20,Oligochaeta,Naididae,Pristina sp.,1,Naididae,UID
CABIN-W679,28-Oct-20,Oligochaeta,Naididae,Pristina sp.,1,Naididae,UID
CABIN-W679,28-Oct-20,Oligochaeta,Naididae,Pristina sp.,1,Naididae,UID
CABIN-W679,28-Oct-20,Oligochaeta,Naididae,Pristina sp.,1,Naididae,UID
CABIN-W679,28-Oct-20,Oligochaeta,Naididae,Rhyacodrilus sp.,1,Naididae,UID
CABIN-W679,28-Oct-20,Oligochaeta,Naididae,Rhyacodrilus sp.,1,Naididae,UID
CABIN-W679,28-Oct-20,Oligochaeta,Naididae,Rhyacodrilus sp.,1,Naididae,UID
CABIN-W679,28-Oct-20,Oligochaeta,Naididae,UID,3,Naididae,UID
CABIN-W679,,Oligochaeta,,split,5,Naididae,UID
CABIN-W679,,Hirudinea,,,,,
CABIN-W679,,Gastropoda,,,,,
CABIN-W679,27-Jun-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W679,26-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W679,,Cladocera,,,,,
CABIN-W679,,Ostracoda,,,,,
CABIN-W679,,Copepoda,,,,,
CABIN-W679,27-Jun-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W679,,Isopoda,,,,,
CABIN-W679,,Decapoda,,,,,
CABIN-W679,27-Jun-19,Ephemeroptera,Baetidae,Callibaetis sp.,1,Baetidae,Callibaetis sp.
CABIN-W679,,Anisoptera,,,,,
CABIN-W679,,Zygoptera,,,,,
CABIN-W679,,Plecoptera,,,,,
CABIN-W679,27-Jun-19,Hemiptera,Corixidae,Callicorixa audeni,1,Corixidae,Callicorixa audeni
CABIN-W679,27-Jun-19,Hemiptera,Corixidae,UID,,,
CABIN-W679,,Megaloptera,,,,,
CABIN-W679,,Lepidoptera,,,,,
CABIN-W679,27-Jun-19,Trichoptera,Limnephilidae,Philarctus sp.,1,Limnephilidae,Philarctus sp.
CABIN-W679,,Coleoptera (adults),,,,,
CABIN-W679,27-Jun-19,Coleoptera (larvae),Dytiscidae,Laccophilus sp.,3,Dytiscidae,Laccophilus sp.
CABIN-W679,27-Jun-19,Coleoptera (larvae),Haliplidae,UID,,,
CABIN-W679,27-Jun-19,Coleoptera (larvae),,,,,
CABIN-W679,23-Jun-20,Chironomidae,SNI,SNI,,,
CABIN-W679,23-Jun-20,Chironomidae,Chironominae,Cladotanytarsus sp. C RPH,,,
CABIN-W679,23-Jun-20,Chironomidae,Chironominae,Dicrotendipes sp. B RPH,,,
CABIN-W679,23-Jun-20,Chironomidae,Chironominae,Endochironomus sp.,,,
CABIN-W679,23-Jun-20,Chironomidae,Chironominae,Glyptotendipes sp. A RPH,,,
CABIN-W679,23-Jun-20,Chironomidae,Chironominae,Glyptotendipes sp.,,,
CABIN-W679,23-Jun-20,Chironomidae,Chironominae,Tanytarsus sp. B RPH,,,
CABIN-W679,23-Jun-20,Chironomidae,Chironominae,Tanytarsus sp.,,,
CABIN-W679,23-Jun-20,Chironomidae,Chironominae,UID,,,
CABIN-W679,,Ceratopogonidae,,,,,
CABIN-W679,,Tabanidae,,,,,
CABIN-W679,,Tipulidae,,,,,
CABIN-W679,,Culicidae,,,,,
CABIN-W679,27-Jun-19,Chaoboridae,Chaoboridae,Chaoborus americanus,2,Chaoboridae,Chaoborus americanus
CABIN-W679,,Simuliidae,,,,,
CABIN-W679,,Other Diptera,,,,,
CABIN-W679,,Other: ,,,,,
CABIN-W679,27-Jun-19,UMOS,Dytiscidae,Laccophilus biguttatus,1,Dytiscidae,Laccophilus biguttatus
CABIN-W680,,Porifera,,,,,
CABIN-W680,,Hydrozoa,,,,,
CABIN-W680,,Platyhelminthes,,,,,
CABIN-W680,,Nematoda,,,,,
CABIN-W680,,Oligochaeta,,,,,
CABIN-W680,27-Jun-19,Hirudinea,Glossiphoniidae,Theromyzon sp.,1,Glossiphoniidae,Theromyzon sp.
CABIN-W680,27-Jun-19,Hirudinea,Glossiphoniidae,UID,3,Glossiphoniidae,Helobdella cf. stagnalis
CABIN-W680,28-Jun-19,Gastropoda,Physidae,Physa skinneri,2,Physidae,Physa skinneri
CABIN-W680,28-Jun-19,Gastropoda,Physidae,UID,,,
CABIN-W680,28-Jun-19,Gastropoda,Planorbidae,Gyraulus sp.,,,
CABIN-W680,28-Jun-19,Gastropoda,Planorbidae,Planorbella sp.,,,
CABIN-W680,28-Jun-19,Gastropoda,Planorbidae,UID,,,
CABIN-W680,,Bivalvia,,,,,
CABIN-W680,26-Oct-20,Hydrachnidia,Pionidae,Piona sp.,,,
CABIN-W680,26-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W680,,Cladocera,,,,,
CABIN-W680,,Ostracoda,,,,,
CABIN-W680,,Copepoda,,,,,
CABIN-W680,28-Jun-19,Amphipoda,Gammaridae,Gammarus sp.,16,Gammaridae,Gammarus sp.
CABIN-W680,28-Jun-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W680,28-Jun-19,Amphipoda,UID,UID,1,Gammaridae,Gammarus sp.
,,,,split,89,Hyalellidae,Hyalella sp.
CABIN-W680,,Isopoda,,,,,
CABIN-W680,,Decapoda,,,,,
CABIN-W680,28-Jun-19,Ephemeroptera,Baetidae,Callibaetis sp.,,,
CABIN-W680,28-Jun-19,Ephemeroptera,Caenidae,UID,,,
CABIN-W680,,Anisoptera,,,,,
CABIN-W680,,Zygoptera,,,,,
CABIN-W680,,Plecoptera,,,,,
CABIN-W680,28-Jun-19,Hemiptera,Corixidae,UID,,,
CABIN-W680,,Megaloptera,,,,,
CABIN-W680,,Lepidoptera,,,,,
CABIN-W680,28-Jun-19,Trichoptera,Leptoceridae,Ceraclea sp.,1,Leptoceridae,Ceraclea sp.
CABIN-W680,,Coleoptera (adults),,,,,
CABIN-W680,28-Jun-19,Coleoptera (larvae),Haliplidae,Haliplus sp.,,,
CABIN-W680,28-Jun-19,Coleoptera (larvae),Hydroporinae,UID,,,
CABIN-W680,28-Jun-19,Coleoptera (larvae),SNI,SNI,,,
CABIN-W680,17-Jun-20,Chironomidae,SNI,SNI,,,
CABIN-W680,2-Jul-20,Chironomidae,Chironominae,Chironomus sp.,,,
CABIN-W680,2-Jul-20,Chironomidae,Chironominae,Endochironomus sp.,,,
CABIN-W680,2-Jul-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W680,2-Jul-20,Chironomidae,Chironominae,UID,,,
CABIN-W680,2-Jul-20,Chironomidae,Orthocladiinae,Cricotopus sp. A RPH,,,
CABIN-W680,2-Jul-20,Chironomidae,Orthocladiinae,Cricotopus sp. B RPH,,,
CABIN-W680,2-Jul-20,Chironomidae,Orthocladiinae,Cricotopus sp. C RPH,,,
CABIN-W680,2-Jul-20,Chironomidae,Orthocladiinae,Cricotopus sp. D RPH,,,
CABIN-W680,2-Jul-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W680,2-Jul-20,Chironomidae,Orthocladiinae,Nanocladius sp. A RPH,,,
CABIN-W680,2-Jul-20,Chironomidae,Orthocladiinae,Nanocladius sp.,,,
CABIN-W680,2-Jul-20,Chironomidae,Orthocladiinae,Psectrocladius sp. A RPH,,,
CABIN-W680,2-Jul-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W680,2-Jul-20,Chironomidae,Orthocladiinae,UID,,,
CABIN-W680,2-Jul-20,Chironomidae,Tanypodinae,Ablabesmyia sp. C RPH,,,
CABIN-W680,2-Jul-20,Chironomidae,Orthocladiinae,Corynoneura sp. C RPH,,,
CABIN-W680,,Ceratopogonidae,,,,,
CABIN-W680,,Tabanidae,,,,,
CABIN-W680,,Tipulidae,,,,,
CABIN-W680,,Culicidae,,,,,
CABIN-W680,,Chaoboridae,,,,,
CABIN-W680,,Simuliidae,,,,,
CABIN-W680,,Other Diptera,,,,,
CABIN-W680,,Other: ,,,,,
CABIN-W680,28-Jun-19,UMOS,Corixidae,UID,,,
CABIN-W680,28-Jun-19,UMOS,Planorbidae,Planorbella subcrenata,,,
CABIN-W681,,Porifera,,,,,
CABIN-W681,,Hydrozoa,,,,,
CABIN-W681,,Platyhelminthes,,,,,
CABIN-W681,,Nematoda,,,,,
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais variabilis
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais variabilis
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais variabilis
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais variabilis
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Chaetogaster sp.,1,Naididae,Chaetogaster diaphanus
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Chaetogaster sp.,4,Naididae,Chaetogaster diaphanus
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,UID,2,Naididae,Stylaria lacustris
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais simplex
CABIN-W681,,Oligochaeta,,split,1,Naididae,Nais variabilis
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Pristina sp.,4,Naididae,Stylaria lacustris
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,UID,1,Naididae,UID
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,Nais sp.,4,Naididae,Nais simplex
CABIN-W681,,Oligochaeta,,split,4,Naididae,Nais variabilis
CABIN-W681,26-Oct-20,Oligochaeta,Naididae,UID,1,Naididae,UID
CABIN-W681,,Oligochaeta,,split,1,Naididae,Stylaria lacustris
CABIN-W681,5-Jul-19,Hirudinea,Erpobdellidae,Nephelopsis obscura,,,
CABIN-W681,5-Jul-19,Hirudinea,Glossiphoniidae,Glossiphonia elegans,,,
CABIN-W681,5-Jul-19,Hirudinea,Glossiphoniidae,Helobdella cf. stagnalis,,,
CABIN-W681,5-Jul-19,Gastropoda,Physidae,Physa skinneri,,,
CABIN-W681,5-Jul-19,Gastropoda,Physidae,UID,,,
CABIN-W681,5-Jul-19,Gastropoda,Planorbidae,Gyraulus circumstriatus,,,
CABIN-W681,5-Jul-19,Gastropoda,Planorbidae,Gyraulus sp.,,,
CABIN-W681,5-Jul-19,Gastropoda,Planorbidae,Planorbella subcrenata,,,
CABIN-W681,5-Jul-19,Gastropoda,Planorbidae,Planorbella sp.,,,
CABIN-W681,5-Jul-19,Gastropoda,Planorbidae,UID,,,
CABIN-W681,,Bivalvia,,,,,
CABIN-W681,26-Oct-20,Hydrachnidia,Arrenuridae,Arrenurus sp.,,,
CABIN-W681,26-Oct-20,Hydrachnidia,Limnesiidae,Limnesia sp.,,,
CABIN-W681,26-Oct-20,Hydrachnidia,Pionidae,Piona sp.,,,
CABIN-W681,26-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W681,,Cladocera,,,,,
CABIN-W681,,Ostracoda,,,,,
CABIN-W681,,Copepoda,,,,,
CABIN-W681,5-Jul-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W681,,Isopoda,,,,,
CABIN-W681,,Decapoda,,,,,
CABIN-W681,5-Jul-19,Ephemeroptera,Baetidae,Callibaetis sp.,,,
CABIN-W681,5-Jul-19,Ephemeroptera,Caenidae,Caenis youngi,,,
CABIN-W681,5-Jul-19,Ephemeroptera,Caenidae,UID,,,
CABIN-W681,,Anisoptera,,,,,
CABIN-W681,5-Jul-19,Zygoptera,UID,UID,,,
CABIN-W681,,Plecoptera,,,,,
CABIN-W681,5-Jul-19,Hemiptera,Corixidae,Cymatia sp.,,,
CABIN-W681,5-Jul-19,Hemiptera,Corixinae,UID,,,
CABIN-W681,5-Jul-19,Hemiptera,Notonectidae,Notonecta sp.,,,
CABIN-W681,,Megaloptera,,,,,
CABIN-W681,,Lepidoptera,,,,,
CABIN-W681,5-Jul-19,Trichoptera,Hydroptilidae,Agraylea sp.,,,
CABIN-W681,,Coleoptera (adults),,,,,
CABIN-W681,5-Jul-19,Coleoptera (larvae),Haliplidae,Haliplus sp.,,,
CABIN-W681,5-Jul-19,Coleoptera (larvae),Hydrophilidae,Enochrus sp.,,,
CABIN-W681,6-Jul-20,Chironomidae,Chironominae,Chironomus sp. C RPH,,,
CABIN-W681,6-Jul-20,Chironomidae,Chironominae,Dicrotendipes sp. B RPH,,,
CABIN-W681,6-Jul-20,Chironomidae,Chironominae,Endochironomus subtendens,,,
CABIN-W681,6-Jul-20,Chironomidae,Chironominae,Endochironomus sp.,,,
CABIN-W681,6-Jul-20,Chironomidae,Chironominae,Glyptotendipes sp. F RPH,,,
CABIN-W681,6-Jul-20,Chironomidae,Chironominae,Glyptotendipes sp. G RPH,,,
CABIN-W681,6-Jul-20,Chironomidae,Chironominae,Parachironomus sp. D RPH,,,
CABIN-W681,6-Jul-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W681,6-Jul-20,Chironomidae,Orthocladiinae,Acricotopus sp. A RPH,,,
CABIN-W681,6-Jul-20,Chironomidae,Orthocladiinae,Corynoneura sp. C RPH,,,
CABIN-W681,6-Jul-20,Chironomidae,Orthocladiinae,Cricotopus sp. C RPH,,,
CABIN-W681,6-Jul-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W681,6-Jul-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W681,6-Jul-20,Chironomidae,Tanypodinae,Ablabesmyia sp. J RPH,,,
CABIN-W681,,Ceratopogonidae,,,,,
CABIN-W681,,Tabanidae,,,,,
CABIN-W681,,Tipulidae,,,,,
CABIN-W681,,Culicidae,,,,,
CABIN-W681,,Chaoboridae,,,,,
CABIN-W681,,Simuliidae,,,,,
CABIN-W681,5-Jul-19,Other Diptera,Ephydridae,Setacera sp.,22,Ephydridae,Setacera sp.
