Site Number,Sorted By,Date Sorted,Coarse Sorting Group,Coarse Sorting Count,Number of Cells Counted in Marchant Box,Lab Comments,Identified By,Identification Date ,Family          (Sub-family for Chironomidae),Genus & Species,Life Stage,Advanced ID Count,Reference Used,Advanced ID Comments,Number of Specimens,Verified by,Verification Date,Family,Genus & Species,Reference Used,Verification Comments,Voucher Selected By,Date Selected,Number of Voucher Specimens ,Vial,Number of Non-voucher Specimens,TMS number,Date Entered in TMS,Comments
W695,TAS,23-Aug-2018,Zygoptera,6,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Plecoptera,0,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Hemiptera,11,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Megaloptera,0,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Lepidoptera,0,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Trichoptera,12,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Coleoptera (adults),2,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Coleoptera (larvae),3,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Chironomidae,74,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Ceratopogonidae,4,35,,ALA,24-Sep-2020,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,larva,4,Merritt 2019,several genera difficult to separate,,,,,,,,ALA,24-Sep-2020,4,mv,0,ABMI.A.42835,,
W695,TAS,23-Aug-2018,Tabanidae,0,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Tipulidae,0,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Culicidae,0,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Chaoboridae,2,35,,ALA,24-Sep-2020,Chaoborinae,Chaoborus sp.,larva,1,Haney 2013,,,,,,,,,ALA,24-Sep-2020,1,mv,0,ABMI.A.42836,,
W695,TAS,23-Aug-2018,Simuliidae,0,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,Other Diptera,1,35,,ALA,24-Sep-2020,Tipuloidea (superfamily),UID,larva,1,Merritt 2019,,,,,,,,,ALA,24-Sep-2020,0,mv,1,VNA,,
W695,TAS,23-Aug-2018,Other: ,0,35,,,,,,,,,,,,,,,,,,,,,,,,
W695,TAS,23-Aug-2018,UMOS,1,35,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Oligochaeta,7,100,,ALA,28-Sep-2020,Naididae,Aulodrilus sp.,unknown,1,Thorp 2010,,1,ALA,16-Nov-20,Naididae,UID,Brinkhurst 1986,"""Tubificidae"" UID with hair",ALA,28-Sep-2020,1,slide,0,ABMI.A.42839,,
W696,KCA,20-Aug-2018,Oligochaeta,split,100,,ALA,28-Sep-2020,Enchytraeidae,UID,unknown,1,Thorp 2010,,,,,,,,,ALA,28-Sep-2020,1,slide,0,ABMI.A.42840,,
W696,KCA,20-Aug-2018,Oligochaeta,split,100,,ALA,28-Sep-2020,Naididae,Stylaria lacustris,unknown,4,Thorp 2010,,,,,,,,,ALA,28-Sep-2020,1,slide,3,ABMI.A.42841,,
W696,KCA,20-Aug-2018,Hirudinea,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Gastropoda,4,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Bivalvia,2,100,,ALA,25-Sep-2020,Sphaeriidae,UID,unknown,2,Clifford 1991,,,,,,,,,ALA,25-Sep-2020,0,mv,2,VNA,,
W696,KCA,20-Aug-2018,Hydrachnidia,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Amphipoda,4,100,,ALA,25-Sep-2020,Hyalellidae,Hyalella sp.,unknown,4,Clifford 1991,,,,,,,,,ALA,25-Sep-2020,4,mv,0,ABMI.A.42837,,
W696,KCA,20-Aug-2018,Isopoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Decapoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Ephemeroptera,2,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Anisoptera,4,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Zygoptera,3,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Plecoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Hemiptera,2,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Megaloptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Lepidoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Trichoptera,1,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Coleoptera (adults),2,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Coleoptera (larvae),3,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Chironomidae,75,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Ceratopogonidae,3,100,,ALA,25-Sep-2020,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,larva,4,Merritt 2019,several genera difficult to separate,,,,,,,,ALA,25-Sep-2020,4,mv,0,ABMI.A.42838,,
W696,KCA,20-Aug-2018,Tabanidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Tipulidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Culicidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Chaoboridae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Simuliidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Other Diptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,Other: ,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W696,KCA,20-Aug-2018,UMOS,VNA,100,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Oligochaeta,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Hirudinea,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Gastropoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Bivalvia,3,100,,ALA,29-Sep-2020,Sphaeriidae,UID,unknown,3,Clifford 1991,,,,,,,,,ALA,29-Sep-2020,0,mv,3,VNA,,
W710,SPA,16-Aug-2018,Hydrachnidia,34,100,,ALA,29-Sep-2020,Pionidae,Piona sp.,adult,10,Proctor 2006,,,,,,,,,ALA,29-Sep-2020,10,mv,0,ABMI.A.42842,,
W710,SPA,16-Aug-2018,Hydrachnidia,split,100,,ALA,29-Sep-2020,UID,UID,deutonymph,24,Proctor 2006,,,,,,,,,ALA,29-Sep-2020,0,mv,24,VNA,,
W710,SPA,16-Aug-2018,Amphipoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Isopoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Decapoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Ephemeroptera,1,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Anisoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Zygoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Plecoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Hemiptera,9,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Megaloptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Lepidoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Trichoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Coleoptera (adults),0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Coleoptera (larvae),21,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Chironomidae,280,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Ceratopogonidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Tabanidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Tipulidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Culicidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Chaoboridae,69,100,,ALA,29-Sep-2020,Chaoborinae,Chaoborus americanus,larva,26,Haney 2013,,,,,,,,,ALA,29-Sep-2020,26,mv,0,ABMI.A.42843,,
W710,SPA,16-Aug-2018,Chaoboridae,split,100,,ALA,29-Sep-2020,Chaoborinae,Chaoborus flavicans,larva,16,Haney 2013,,,,,,,,,ALA,29-Sep-2020,16,mv,0,ABMI.A.42844,,
W710,SPA,16-Aug-2018,Chaoboridae,split,100,,ALA,29-Sep-2020,Chaoborinae,Chaoborus sp.,larva,26,Haney 2013,,,,,,,,,ALA,29-Sep-2020,26,mv,0,ABMI.A.42845,,
W710,SPA,16-Aug-2018,Simuliidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Other Diptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,Other: ,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W710,SPA,16-Aug-2018,UMOS,VNA,100,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Oligochaeta,7,100,,ALA,5-Oct-2020,Enchytraeidae,UID,unknown,2,Thorp 2010,,,,,,,,,ALA,5-Oct-2020,2,slide,0,ABMI.A.42860,,
W711,TAS,22-Aug-2018,Oligochaeta,split,100,,ALA,5-Oct-2020,Naididae,Nais sp.,unknown,3,Thorp 2010,,2,ALA,16-Nov-20,Naididae,Nais communis,Brinkhurst 1986,,ALA,16-Nov-2020,0,slide,2,VNA,,
W711,TAS,22-Aug-2018,Oligochaeta,split,100,,,,,split,,split,,,1,ALA,16-Nov-20,Naididae,UID,Brinkhurst 1986,,ALA,16-Nov-2020,0,slide,1,VNA,,
W711,TAS,22-Aug-2018,Hirudinea,1,100,,ALA,30-Sep-2020,Erpobdellidae,UID,unknown,2,Clifford 1991,,,,,,,,,ALA,30-Sep-2020,0,mv,2,VNA,,
W711,TAS,22-Aug-2018,Gastropoda,1,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Bivalvia,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Hydrachnidia,1,100,,ALA,30-Sep-2020,Hydrachnidae,Hydrachna sp.,adult,1,Proctor 2006,,,,,,,,,ALA,30-Sep-2020,1,mv,0,ABMI.A.42846,,
W711,TAS,22-Aug-2018,Amphipoda,1,100,,ALA,30-Sep-2020,Hyalellidae,Hyalella sp.,unknown,1,Clifford 1991,,,,,,,,,ALA,30-Sep-2020,1,mv,0,ABMI.A.42847,,
W711,TAS,22-Aug-2018,Isopoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Decapoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Ephemeroptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Anisoptera,2,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Zygoptera,4,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Plecoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Hemiptera,24,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Megaloptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Lepidoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Trichoptera,4,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Coleoptera (adults),9,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Coleoptera (larvae),9,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Chironomidae,15,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Ceratopogonidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Tabanidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Tipulidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Culicidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Chaoboridae,130,100,,ALA,30-Sep-2020,Chaoborinae,Chaoborus americanus,larva,5,Haney 2013,,,,,,,,,ALA,30-Sep-2020,4,mv,0,ABMI.A.42848,,
W711,TAS,22-Aug-2018,Chaoboridae,split,100,,ALA,30-Sep-2020,Chaoborinae,Chaoborus sp.,larva,125,Haney 2013,,,,,,,,,ALA,30-Sep-2020,125,mv,0,ABMI.A.42849,,
W711,TAS,22-Aug-2018,Simuliidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,Other Diptera,0,100,,ALA,30-Sep-2020,Empididae,Dolichocephala sp.,larva,1,Merritt 2019,??? Uncertain,,,,,,,,ALA,30-Sep-2020,1,mv,0,ABMI.A.42850,,
W711,TAS,22-Aug-2018,Other: ,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W711,TAS,22-Aug-2018,UMOS,VNA,100,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Oligochaeta,4,9,,ALA,5-Oct-2020,Naididae,Chaetogaster sp.,unknown,1,Thorp 2010,,1,ALA,16-Nov-20,Naididae,Chaetogaster diaphanus,Brinkhurst 1986,,ALA,5-Oct-2020,1,slide,0,ABMI.A.42862,,
W712,SDE,16-Aug-2018,Oligochaeta,split,9,,ALA,5-Oct-2020,Naididae,Nais sp.,unknown,3,Thorp 2010,,2,ALA,16-Nov-20,Naididae,Nais variabilis,Brinkhurst 1986,,ALA,5-Oct-2020,1,slide,1,ABMI.A.42863,,
W712,SDE,16-Aug-2018,Oligochaeta,split,9,,,,,split,,split,,,1,ALA,16-Nov-20,Naididae,Nais communis,Brinkhurst 1986,,ALA,16-Nov-2020,1,slide,1,ABMI.A.42772,,
W712,SDE,16-Aug-2018,Hirudinea,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Gastropoda,6,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Bivalvia,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Hydrachnidia,2,9,,ALA,1-Oct-2020,UID,UID,deutonymph,2,Proctor 2006,look like Pionidae,,,,,,,,ALA,1-Oct-2020,0,mv,2,VNA,,
W712,SDE,16-Aug-2018,Amphipoda,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Isopoda,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Decapoda,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Ephemeroptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Anisoptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Zygoptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Plecoptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Hemiptera,144,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Megaloptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Lepidoptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Trichoptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Coleoptera (adults),1,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Coleoptera (larvae),1,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Chironomidae,186,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Ceratopogonidae,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Tabanidae,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Tipulidae,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Culicidae,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Chaoboridae,1,9,,ALA,1-Oct-2020,Chaoborinae,Chaoborus sp.,larva,1,Haney 2013,not final instar,,,,,,,,ALA,1-Oct-2020,1,mv,0,ABMI.A.42851,,
W712,SDE,16-Aug-2018,Simuliidae,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Other Diptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,Other: ,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W712,SDE,16-Aug-2018,UMOS,2,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Oligochaeta,22,8,,ALA,5-Oct-2020,Naididae,Stylaria lacustris,unknown,1,Thorp 2010,,,,,,,,,ALA,5-Oct-2020,1,slide,0,ABMI.A.42864,,
W725,GEN,23-Aug-2018,Oligochaeta,split,8,,ALA,5-Oct-2020,Naididae,Slavina appendiculata,unknown,10,Thorp 2010,,,,,,,,,ALA,5-Oct-2020,1,slide,9,ABMI.A.42865,,
W725,GEN,23-Aug-2018,Oligochaeta,split,8,,ALA,5-Oct-2020,Naididae,Nais sp.,unknown,4,Thorp 2010,,3,ALA,16-Nov-20,Naididae,Nais variabilis,Brinkhurst 1986,,ALA,5-Oct-2020,1,slide,2,ABMI.A.42866,,
W725,GEN,23-Aug-2018,Oligochaeta,split,8,,,,,split,,split,,,1,ALA,16-Nov-20,Naididae,Nais communis,Brinkhurst 1986,,ALA,16-Nov-2020,0,slide,1,VNA,,
W725,GEN,23-Aug-2018,Oligochaeta,split,8,,ALA,5-Oct-2020,Naididae,Vejdovskyella sp.,unknown,3,Thorp 2010,,3,ALA,16-Nov-20,Naididae,Vejdovskyella comata,Brinkhurst 1986,,ALA,5-Oct-2020,1,slide,2,ABMI.A.42867,,
W725,GEN,23-Aug-2018,Hirudinea,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Gastropoda,2,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Bivalvia,6,8,,ALA,2-Oct-2020,Sphaeriidae,UID,unknown,6,Clifford 1991,,,,,,,,,ALA,2-Oct-2020,0,mv,6,VNA,,
W725,GEN,23-Aug-2018,Hydrachnidia,12,8,,ALA,2-Oct-2020,Limnesiidae,Limnesia sp.,adult,1,Proctor 2006,,,,,,,,,ALA,2-Oct-2020,1,mv,0,ABMI.A.42852,,
W725,GEN,23-Aug-2018,Hydrachnidia,split,8,,ALA,2-Oct-2020,Pionidae,Piona sp.,adult,4,Proctor 2006,,,,,,,,,ALA,2-Oct-2020,4,mv,0,ABMI.A.42853,,
W725,GEN,23-Aug-2018,Hydrachnidia,split,8,,ALA,2-Oct-2020,Unionicolidae,Unionicola sp.,adult,2,Proctor 2006,,,,,,,,,ALA,2-Oct-2020,2,mv,0,ABMI.A.42854,,
W725,GEN,23-Aug-2018,Hydrachnidia,split,8,,ALA,2-Oct-2020,UID,UID,deutonymph,5,Proctor 2006,were about to molt,,,,,,,,ALA,2-Oct-2020,0,mv,5,VNA,,
W725,GEN,23-Aug-2018,Amphipoda,155,8,,ALA,2-Oct-2020,Hyalellidae,Hyalella cf. texana,unknown,7,Marron-Becerra 2020,"3 dorsal mucronations, male w/ 4 apical setae on inner plate of M1 and female w/ 3, male with telson quite acute and female's more rounded",,,,,,,,ALA,2-Oct-2020,7,mv,0,ABMI.A.42855,,
W725,GEN,23-Aug-2018,Amphipoda,split,8,,ALA,2-Oct-2020,Hyalellidae,Hyalella sp.,unknown,149,Marron-Becerra 2020,,,,,,,,,ALA,2-Oct-2020,149,mv,0,ABMI.A.42856,,
W725,GEN,23-Aug-2018,Isopoda,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Decapoda,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Ephemeroptera,1,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Anisoptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Zygoptera,14,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Plecoptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Hemiptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Megaloptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Lepidoptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Trichoptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Coleoptera (adults),1,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Coleoptera (larvae),1,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Chironomidae,38,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Ceratopogonidae,2,8,,ALA,2-Oct-2020,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,larva,2,Merritt 2019,several genera difficult to separate,,,,,,,,ALA,2-Oct-2020,2,mv,0,ABMI.A.42857,,
W725,GEN,23-Aug-2018,Tabanidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Tipulidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Culicidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Chaoboridae,140,8,,ALA,2-Oct-2020,Chaoborinae,Chaoborus americanus,larva,33,Haney 2013,,,,,,,,,ALA,2-Oct-2020,33,mv,0,ABMI.A.42858,,
W725,GEN,23-Aug-2018,Chaoboridae,split,8,,ALA,2-Oct-2020,Chaoborinae,Chaoborus sp.,larva,105,Haney 2013,,,,,,,,,ALA,2-Oct-2020,105,mv,0,ABMI.A.42859,,
W725,GEN,23-Aug-2018,Simuliidae,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Other Diptera,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,Other: ,0,8,,,,,,,,,,,,,,,,,,,,,,,,
W725,GEN,23-Aug-2018,UMOS,10,8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Oligochaeta,2,100,,ALA,19-Oct-2020,Naididae,Nais sp.,unknown,1,Thorp 2010,,1,ALA,16-Nov-20,Naididae,Nais simplex,Brinkhurst 1986,,ALA,19-Oct-2020,1,slide,0,ABMI.A.42890,,
W727,KCA,17-Aug-2018,Hirudinea,1,100,,ALA,15-Oct-2020,Glossiphoniidae,Helobdella triserialis,unknown,1,Clifford 1991,,1,ALA,17-Jun-22,Glossiphoniidae,Placobdella sp.,,might be papillifera,ALA,15-Oct-2020,1,mv,0,ABMI.A.42868,,
W727,KCA,17-Aug-2018,Gastropoda,253,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Bivalvia,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Hydrachnidia,74,100,,ALA,15-Oct-2020,Arrenuridae,Arrenurus sp.,deutonymph,1,Proctor 2006,,,,,,,,,ALA,15-Oct-2020,1,mv,0,ABMI.A.42869,,
W727,KCA,17-Aug-2018,Hydrachnidia,split,100,,ALA,15-Oct-2020,Hydrachnidae,Hydrachna sp.,adult,2,Proctor 2006,,,,,,,,,ALA,15-Oct-2020,2,mv,0,ABMI.A.42870,,
W727,KCA,17-Aug-2018,Hydrachnidia,split,100,,ALA,15-Oct-2020,Hydrodromidae,Hydrodroma sp.,adult,9,Proctor 2006,some deutonymphs,,,,,,,,ALA,15-Oct-2020,9,mv,0,ABMI.A.42871,,
W727,KCA,17-Aug-2018,Hydrachnidia,split,100,,ALA,15-Oct-2020,Pionidae,Piona sp.,adult,28,Proctor 2006,some deutonymphs,,,,,,,,ALA,15-Oct-2020,28,mv,0,ABMI.A.42872,,
W727,KCA,17-Aug-2018,Hydrachnidia,split,100,,ALA,15-Oct-2020,UID,UID,deutonymph,33,Proctor 2006,,,,,,,,,ALA,15-Oct-2020,0,mv,33,VNA,,
W727,KCA,17-Aug-2018,Amphipoda,17,100,,ALA,15-Oct-2020,Hyalellidae,Hyalella cf. azteca,unknown,7,Marron-Becerra 2020,,,,,,,,,ALA,15-Oct-2020,7,mv,0,ABMI.A.42873,,
W727,KCA,17-Aug-2018,Amphipoda,split,100,,ALA,15-Oct-2020,Hyalellidae,Hyalella sp.,unknown,14,Marron-Becerra 2020,,,,,,,,,ALA,15-Oct-2020,14,mv,0,ABMI.A.42874,,
W727,KCA,17-Aug-2018,Isopoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Decapoda,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Ephemeroptera,2,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Anisoptera,4,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Zygoptera,19,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Plecoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Hemiptera,11,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Megaloptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
