Row,Target_Group,Coarse_Group,Phylum,Class,Order,Family,Subfamily,Genus,Species,Final_ID_portal,Final_ID,Scientific_Name,Rank,Scientific_Name_Analysis,Analysis_Name,Analysis_Mode,Analysis_Grouping,Analysis_Rank,Distribution_Method,Feeding_Group,Feeding_mode,Conductivity_Sensitivity,DO2_Sensitivity,DOC_Sensitivity,pH_High_Sensitivity,pH_Low_Sensitivity,TN_Sensitivity,TP_Sensitivity,Notes
664,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Physidae,VNA,Physa,jennessi,Physa jennessi,Physa jennessi,Physa jennessi,Species,Physa jennessi,Physa.jennessi,Abundance,Physa.jennessi,Species,VNA,Scraper,herbivore,7,8,10,7,10,7,6,
665,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Physidae,VNA,Physa,jennessi athearni,Physa jennessi athearni,Physa jennessi athearni,Physa jennessi athearni,Subspecies,Physa jennessi,Physa.jennessi,Abundance,Physa.jennessi,Species,VNA,Scraper,herbivore,7,8,10,7,10,7,6,
666,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Physidae,VNA,Physa,skinneri,Physa skinneri,Physa skinneri,Physa skinneri,Species,Physa skinneri,Physa.skinneri,Abundance,Physa.skinneri,Species,VNA,Scraper,herbivore,7,8,10,7,10,7,6,
667,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Physidae,VNA,Physa,sp.,Physa,Physa sp.,Physa sp.,Genus,Physa sp.,Physa.sp.,Abundance,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,7,8,10,7,10,7,6,
668,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Physidae,VNA,Physella,gyrina,Physella gyrina,Physella gyrina,Physella gyrina,Species,Physella gyrina,Physella.gyrina,Abundance,Physella.gyrina,Species,VNA,Scraper,herbivore,9,6,10,8,10,7,6,
669,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Physidae,VNA,Physella,johnsoni,Physella johnsoni,Physella johnsoni,Physella johnsoni,Species,Physella johnsoni,Physella.johnsoni,Abundance,Physella.johnsoni,Species,VNA,Scraper,herbivore,9,6,10,8,10,7,6,
670,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Physidae,VNA,Physella,sp.,Physella,Physella sp.,Physella sp.,Genus,Physella sp.,Physella.sp.,Abundance,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,9,6,10,8,10,7,6,
671,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Physidae,VNA,UID,UID,Physidae UID,Physidae UID,Physidae UID,Family,Physidae UID,Physidae.UID,Abundance,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,7,6,9,6,10,7,5,response to water PChem differs between genera
672,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Gyraulus,circumstriatus,Gyraulus circumstriatus,Gyraulus circumstriatus,Gyraulus circumstriatus,Species,Gyraulus circumstriatus,Gyraulus.circumstriatus,Abundance,Gyraulus.circumstriatus,Species,VNA,Scraper,herbivore,8,5,9,6,10,7,6,
673,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Gyraulus,crista,Gyraulus crista,Gyraulus crista,Gyraulus crista,Species,Gyraulus crista,Gyraulus.crista,Abundance,Gyraulus.crista,Species,VNA,Scraper,herbivore,9,4,8,8,10,7,6,
674,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Gyraulus,deflectus,Gyraulus deflectus,Gyraulus deflectus,Gyraulus deflectus,Species,Gyraulus deflectus,Gyraulus.deflectus,Abundance,Gyraulus.deflectus,Species,VNA,Scraper,herbivore,10,6,10,8,9,8,8,
675,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Gyraulus,parvus,Gyraulus parvus,Gyraulus parvus,Gyraulus parvus,Species,Gyraulus parvus,Gyraulus.parvus,Abundance,Gyraulus.parvus,Species,VNA,Scraper,herbivore,8,6,9,6,10,7,5,
676,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Gyraulus,sp.,Gyraulus,Gyraulus sp.,Gyraulus sp.,Genus,Gyraulus sp.,Gyraulus.sp.,Abundance,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,8,5,9,7,10,7,6,response to water PChem differs between species
677,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Helisoma,anceps,Helisoma anceps,Helisoma anceps,Helisoma anceps,Species,Helisoma anceps,Helisoma.anceps,Presence,Helisoma.anceps,Species,VNA,Scraper,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
678,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Helisoma,anceps anceps,Helisoma anceps anceps,Helisoma anceps anceps,Helisoma anceps anceps,Subspecies,Helisoma anceps anceps,Helisoma.anceps.anceps,Presence,Helisoma.anceps,Species,VNA,Scraper,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
679,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Helisoma,sp.,Helisoma,Helisoma sp.,Helisoma sp.,Genus,Helisoma sp.,Helisoma.sp.,Presence,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
680,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Menetus,opercularis,Menetus opercularis,Menetus opercularis,Menetus opercularis,Species,Menetus opercularis,Menetus.opercularis,Presence,Menetus.opercularis,Species,VNA,Scraper,herbivore,10,4,8,9,9,7,6,
681,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Menetus,sp.,Menetus,Menetus sp.,Menetus sp.,Genus,Menetus sp.,Menetus.sp.,Presence,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,10,4,8,9,9,7,6,
682,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Planorbella,binneyi,Planorbella binneyi,Planorbella binneyi,Planorbella binneyi,Species,Planorbella binneyi,Planorbella.binneyi,Presence,Planorbella.binneyi,Species,VNA,Scraper,herbivore,9,5,8,8,10,7,5,
683,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Planorbella,campanulata,Planorbella campanulata,Planorbella campanulata,Planorbella campanulata,Species,Planorbella campanulata,Planorbella.campanulata,Presence,Planorbella.campanulata,Species,VNA,Scraper,herbivore,9,5,8,8,10,7,5,
684,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Planorbella,pilsbryi,Planorbella pilsbryi,Planorbella pilsbryi,Planorbella pilsbryi,Species,Planorbella pilsbryi,Planorbella.pilsbryi,Presence,Planorbella.pilsbryi,Species,VNA,Scraper,herbivore,9,5,8,8,10,7,5,
685,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Planorbella,pilsbryi infracarnata,Planorbella pilsbryi infracarnata,Planorbella pilsbryi,Planorbella pilsbryi,Species,Planorbella pilsbryi,Planorbella.pilsbryi,Presence,Planorbella.pilsbryi,Species,VNA,Scraper,herbivore,9,5,8,8,10,7,5,
686,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Planorbella,pilsbryi infracarinata,Planorbella pilsbryi infracarinata,Planorbella pilsbryi,Planorbella pilsbryi,Species,Planorbella pilsbryi,Planorbella.pilsbryi,Presence,Planorbella.pilsbryi,Species,VNA,Scraper,herbivore,9,5,8,8,10,7,5,
687,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Planorbella,sp.,Planorbella,Planorbella sp.,Planorbella sp.,Genus,Planorbella sp.,Planorbella.sp.,Presence,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,9,5,8,8,10,7,5,
688,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Planorbella,subcrenata,Planorbella subcrenata,Planorbella subcrenata,Planorbella subcrenata,Species,Planorbella subcrenata,Planorbella.subcrenata,Presence,Planorbella.subcrenata,Species,VNA,Scraper,herbivore,9,5,8,8,10,7,5,
689,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Planorbella,trivolvis,Planorbella trivolvis,Planorbella trivolvis,Planorbella trivolvis,Species,Planorbella trivolvis,Planorbella.trivolvis,Presence,Planorbella.trivolvis,Species,VNA,Scraper,herbivore,9,5,8,8,10,7,5,
690,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Planorbula,armigera,Planorbula armigera,Planorbula armigera,Planorbula armigera,Species,Planorbula armigera,Planorbula.armigera,Presence,Planorbula.armigera,Species,VNA,Scraper,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
691,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Planorbula,campestris,Planorbula campestris,Planorbula campestris,Planorbula campestris,Species,Planorbula campestris,Planorbula.campestris,Presence,Planorbula.campestris,Species,VNA,Scraper,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
692,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Planorbula,sp.,Planorbula,Planorbula sp.,Planorbula sp.,Genus,Planorbula sp.,Planorbula.sp.,Presence,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
693,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Promenetus,exacuous,Promenetus exacuous,Promenetus exacuous,Promenetus exacuous,Species,Promenetus exacuous,Promenetus.exacuous,Presence,Promenetus.exacuous,Species,VNA,Scraper,herbivore,9,6,9,7,10,7,5,
694,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Promenetus,exacuous exacuous,Promenetus exacuous exacuous,Promenetus exacuous exacuous,Promenetus exacuous exacuous,Subspecies,Promenetus exacuous,Promenetus.exacuous,Presence,Promenetus.exacuous,Species,VNA,Scraper,herbivore,9,6,9,7,10,7,5,
695,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Promenetus,exacuous megas,Promenetus exacuous megas,Promenetus exacuous megas,Promenetus exacuous megas,Subspecies,Promenetus exacuous,Promenetus.exacuous,Presence,Promenetus.exacuous,Species,VNA,Scraper,herbivore,9,6,9,7,10,7,5,
696,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Promenetus,sp.,Promenetus,Promenetus sp.,Promenetus sp.,Genus,Promenetus sp.,Promenetus.sp.,Presence,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,9,6,9,7,10,7,5,
697,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,Promenetus,umbilicatellus,Promenetus umbilicatellus,Promenetus umbilicatellus,Promenetus umbilicatellus,Species,Promenetus umbilicatellus,Promenetus.umbilicatellus,Presence,Promenetus.umbilicatellus,Species,VNA,Scraper,herbivore,9,6,9,7,10,7,5,
698,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,Planorbidae,VNA,UID,UID,Planorbidae UID,Planorbidae UID,Planorbidae UID,Family,Planorbidae UID,Planorbidae.UID,Abundance,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,8,5,9,7,10,7,5,response to water PChem differs between genera
699,Target,Gastropoda,Mollusca,Gastropoda,Basommatophora,UID,UID,UID,UID,Basommatophora UID,Basommatophora UID,Basommatophora UID,Order,Gastropoda UID,Gastropoda.UID,Abundance,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,7,5,9,7,10,7,5,response to water PChem differs between families
700,Target,Gastropoda,Mollusca,Gastropoda,Heterostropha,Valvatidae,VNA,UID,UID,Valvatidae UID,Valvatidae UID,Valvatidae UID,Family,Valvatidae UID,Valvatidae.UID,Abundance,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,9,5,8,8,10,8,7,response to water PChem differs between genera
701,Target,Gastropoda,Mollusca,Gastropoda,Heterostropha,Valvatidae,VNA,Valvata,lewisi,Valvata lewisi,Valvata lewisi,Valvata lewisi,Species,Valvata lewisi,Valvata.lewisi,Presence,Valvata.lewisi,Species,VNA,Scraper,herbivore,9,5,8,8,10,8,7,
702,Target,Gastropoda,Mollusca,Gastropoda,Heterostropha,Valvatidae,VNA,Valvata,lewisi  ontariensis,Valvata lewisi ontariensis,Valvata lewisi var. ontariensis,Valvata lewisi var. ontariensis,Species,Valvata lewisi var. ontariensis,Valvata.lewisi.var.ontariensis,Presence,Valvata.lewisi,Species,VNA,Scraper,herbivore,9,5,8,8,10,8,7,
703,Target,Gastropoda,Mollusca,Gastropoda,Heterostropha,Valvatidae,VNA,Valvata,lewisi var. ontariensis,Valvata lewisi var. ontariensis,Valvata lewisi var. ontariensis,Valvata lewisi var. ontariensis,Species,Valvata lewisi var. ontariensis,Valvata.lewisi.var.ontariensis,Presence,Valvata.lewisi,Species,VNA,Scraper,herbivore,9,5,8,8,10,8,7,
704,Target,Gastropoda,Mollusca,Gastropoda,Heterostropha,Valvatidae,VNA,Valvata,sincera,Valvata sincera,Valvata sincera,Valvata sincera,Species,Valvata sincera,Valvata.sincera,Presence,Valvata.sincera,Species,VNA,Scraper,herbivore,9,5,8,8,10,8,7,
705,Target,Gastropoda,Mollusca,Gastropoda,Heterostropha,Valvatidae,VNA,Valvata,sincera sincera,Valvata sincera sincera,Valvata sincera sincera,Valvata sincera sincera,Species,Valvata sincera,Valvata.sincera,Presence,Valvata.sincera,Species,VNA,Scraper,herbivore,9,5,8,8,10,8,7,
706,Target,Gastropoda,Mollusca,Gastropoda,Heterostropha,Valvatidae,VNA,Valvata,sp.,Valvata,Valvata sp.,Valvata sp.,Genus,Valvata sp.,Valvata.sp.,Presence,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,9,5,8,8,10,8,7,
707,Target,Gastropoda,Mollusca,Gastropoda,Heterostropha,Valvatidae,VNA,Valvata,tricarinata,Valvata tricarinata,Valvata tricarinata,Valvata tricarinata,Species,Valvata tricarinata,Valvata.tricarinata,Presence,Valvata.tricarinata,Species,VNA,Scraper,herbivore,9,5,8,8,10,8,7,
708,Target,Gastropoda,Mollusca,Gastropoda,Pupillidae ,Pupillidae,VNA,Columella,columella,Columella columella,Columella columella,Columella columella,Species,Do not analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,VNA,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,terrestrial
709,Target,Gastropoda,Mollusca,Gastropoda,Pupillidae ,Pupillidae,VNA,UID,UID,Pupillidae UID,Pupillidae UID,Pupillidae UID,Family,Do not analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,VNA,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,terrestrial
710,Target,Gastropoda,Mollusca,Gastropoda,Stylommatophora,Helicarionidae,VNA,Euconulus,sp.,Euconulus,Euconulus sp.,Euconulus sp.,Genus,Do not analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,VNA,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,terrestrial
711,Target,Gastropoda,Mollusca,Gastropoda,Stylommatophora,Pupillidae,VNA,Vertigo,sp.,Vertigo,Vertigo sp.,Vertigo sp.,Genus,Do not analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,VNA,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,terrestrial
712,Target,Gastropoda,Mollusca,Gastropoda,Stylommatophora,UID,UID,UID,UID,UID terrestrial,Gastropoda UID terrestrial,Gastropoda UID terrestrial,Coarse_Group,Do not analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,VNA,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,terrestrial
713,Target,Gastropoda,Mollusca,Gastropoda,Stylommatophora,Valloniidae ,VNA,Vallonia,sp.,Vallonia,Vallonia sp.,Vallonia sp.,Genus,Do not analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,VNA,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,terrestrial
714,Target,Gastropoda,Mollusca,Gastropoda,UID,UID,UID,UID,UID,Gastropoda UID,Gastropoda UID,Gastropoda UID,Coarse_Group,Gastropoda UID,Gastropoda.UID,Abundance,Distribute.to.Children,,DPAC-SG,Scraper,herbivore,7,5,9,7,10,7,5,response to water PChem differs between families
715,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Belostomatidae,Lethocerinae,Lethocerus,americanus,Lethocerus americanus,Lethocerus americanus,Lethocerus americanus,Species,Lethocerus americanus,Lethocerus.americanus,Presence,Lethocerus.sp.,Genus,VNA,Predator,piercer,8,6,10,9,9,8,6,
716,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Belostomatidae,Lethocerinae,Lethocerus,sp.,Lethocerus,Lethocerus sp.,Lethocerus sp.,Genus,Lethocerus sp.,Lethocerus.sp.,Presence,Lethocerus.sp.,Genus,VNA,Predator,piercer,8,6,10,9,9,8,6,
717,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Belostomatidae,UID,UID,UID,Belostomatidae UID,Belostomatidae UID,Belostomatidae UID,Family,Belostomatidae UID,Belostomatidae.UID,Presence,Distribute.to.Children,,DPAC-SG,Predator,piercer,8,6,10,9,9,8,6,
718,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Cicadellidae,UID,UID,UID,Cicadellidae UID,Cicadellidae UID,Cicadellidae UID,Family,Do not analyze,Do.not.analyze,Do not analyze,Do.not.analyze,Do.not.analyze,VNA,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,Do.not.analyze,terrestrial
719,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Arctocorisa,planifrons,Arctocorisa planifrons,Arctocorisa planifrons,Arctocorisa planifrons,Species,Arctocorisa planifrons,Arctocorisa.planifrons,Presence,Arctocorisa.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
720,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Arctocorisa,sp.,Arctocorisa,Arctocorisa sp.,Arctocorisa sp.,Genus,Arctocorisa sp.,Arctocorisa.sp.,Presence,Arctocorisa.sp.,Genus,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
721,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Callicorixa,alaskensis,Callicorixa alaskensis,Callicorixa alaskensis,Callicorixa alaskensis,Species,Callicorixa alaskensis,Callicorixa.alaskensis,Abundance,Callicorixa.alaskensis,Species,VNA,Predator,piercer,8,4,8,7,10,6,5,
722,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Callicorixa,audeni,Callicorixa audeni,Callicorixa audeni,Callicorixa audeni,Species,Callicorixa audeni,Callicorixa.audeni,Abundance,Callicorixa.audeni,Species,VNA,Predator,piercer,8,4,8,7,10,6,5,
723,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Callicorixa,sp.,Callicorixa,Callicorixa sp.,Callicorixa sp.,Genus,Callicorixa sp.,Callicorixa.sp.,Abundance,Distribute.to.Children,,DPAC-SG,Predator,piercer,8,4,8,7,10,6,5,
724,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Cenocorixa,bifida,Cenocorixa bifida,Cenocorixa bifida,Cenocorixa bifida,Species,Cenocorixa bifida,Cenocorixa.bifida,Abundance,Cenocorixa.bifida,Species,VNA,Unknown,unknown,6,6,7,6,10,2,4,
725,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Cenocorixa,bifida bifida,Cenocorixa bifida bifida,Cenocorixa bifida,Cenocorixa bifida,Species,Cenocorixa bifida,Cenocorixa.bifida,Abundance,Cenocorixa.bifida,Species,VNA,Unknown,unknown,6,6,7,6,10,2,4,
726,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Cenocorixa,dakotensis,Cenocorixa dakotensis,Cenocorixa dakotensis,Cenocorixa dakotensis,Species,Cenocorixa dakotensis,Cenocorixa.dakotensis,Abundance,Cenocorixa.dakotensis,Species,VNA,Unknown,unknown,5,5,8,6,10,2,4,
727,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Cenocorixa,expleta,Cenocorixa expleta,Cenocorixa expleta,Cenocorixa expleta,Species,Cenocorixa expleta,Cenocorixa.expleta,Abundance,Cenocorixa.expleta,Species,VNA,Unknown,unknown,3,4,7,7,10,1,4,
728,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Cenocorixa,sp.,Cenocorixa,Cenocorixa sp.,Cenocorixa sp.,Genus,Cenocorixa sp.,Cenocorixa.sp.,Abundance,Distribute.to.Children,,DPAC-SG,Unknown,unknown,4,5,7,6,10,1,4,response to water PChem differs between species
729,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Cenocorixa,utahensis,Cenocorixa utahensis,Cenocorixa utahensis,Cenocorixa utahensis,Species,Cenocorixa utahensis,Cenocorixa.utahensis,Abundance,Cenocorixa.utahensis,Species,VNA,Unknown,unknown,5,3,5,5,10,4,7,
730,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Corisella,inscripta,Corisella inscripta,Corisella inscripta,Corisella inscripta,Species,Corisella inscripta,Corisella.inscripta,Rare,Corisella.inscripta,Species,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
731,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Corisella,sp.,Corisella,Corisella sp.,Corisella sp.,Genus,Corisella sp.,Corisella.sp.,Rare,Distribute.to.Children,,DPAC-SG,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
732,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Corisella,tarsalis,Corisella tarsalis,Corisella tarsalis,Corisella tarsalis,Species,Corisella tarsalis,Corisella.tarsalis,Rare,Corisella.tarsalis,Species,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
733,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Cymatia,americana,Cymatia americana,Cymatia americana,Cymatia americana,Species,Cymatia americana,Cymatia.americana,Abundance,Cymatia.americana,Species,VNA,Unknown,unknown,7,6,9,6,10,6,5,
734,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Cymatia,sp.,Cymatia,Cymatia sp.,Cymatia sp.,Genus,Cymatia sp.,Cymatia.sp.,Abundance,Distribute.to.Children,Species,DPAC-SG,Unknown,unknown,7,6,9,6,10,6,5,
735,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Dasycorixa,hybrida,Dasycorixa hybrida,Dasycorixa hybrida,Dasycorixa hybrida,Species,Dasycorixa hybrida,Dasycorixa.hybrida,Presence,Dasycorixa.hybrida,Species,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
736,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Dasycorixa,rawsoni,Dasycorixa rawsoni,Dasycorixa rawsoni,Dasycorixa rawsoni,Species,Dasycorixa rawsoni,Dasycorixa.rawsoni,Presence,Dasycorixa.rawsoni,Species,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
737,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Dasycorixa,sp.,Dasycorixa,Dasycorixa sp.,Dasycorixa sp.,Genus,Dasycorixa sp.,Dasycorixa.sp.,Presence,Distribute.to.Children,,DPAC-SG,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
738,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Glaenocorisa,quadrata,Glaenocorisa quadrata,Glaenocorisa quadrata,Glaenocorisa quadrata,Species,Glaenocorisa quadrata,Glaenocorisa.quadrata,Presence,Glaenocorisa.quadrata,Species,VNA,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
739,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Glaenocorisa,sp.,Glaenocorisa,Glaenocorisa sp.,Glaenocorisa sp.,Genus,Glaenocorisa sp.,Glaenocorisa.sp.,Presence,Distribute.to.Children,,DPAC-SG,Unknown,unknown,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
740,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Hesperocorixa,atopodonta,Hesperocorixa atopodonta,Hesperocorixa atopodonta,Hesperocorixa atopodonta,Species,Hesperocorixa atopodonta,Hesperocorixa.atopodonta,Presence,Hesperocorixa.atopodonta,Species,VNA,Piercer,macrophytes,9,1,9,9,9,7,6,
741,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Hesperocorixa,laevigata,Hesperocorixa laevigata,Hesperocorixa laevigata,Hesperocorixa laevigata,Species,Hesperocorixa laevigata,Hesperocorixa.laevigata,Presence,Hesperocorixa.laevigata,Species,VNA,Piercer,macrophytes,8,4,8,7,10,5,5,
742,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Hesperocorixa,michiganensis,Hesperocorixa michiganensis,Hesperocorixa michiganensis,Hesperocorixa michiganensis,Species,Hesperocorixa michiganensis,Hesperocorixa.michiganensis,Presence,Hesperocorixa.michiganensis,Species,VNA,Piercer,macrophytes,9,3,8,9,7,8,7,
743,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Hesperocorixa,scabricula,Hesperocorixa scabricula,Hesperocorixa scabricula,Hesperocorixa scabricula,Species,Hesperocorixa scabricula,Hesperocorixa.scabricula,Presence,Hesperocorixa.scabricula,Species,VNA,Piercer,macrophytes,9,4,9,9,10,8,8,
744,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Hesperocorixa,sp.,Hesperocorixa,Hesperocorixa sp.,Hesperocorixa sp.,Genus,Hesperocorixa sp.,Hesperocorixa.sp.,Presence,Distribute.to.Children,,DPAC-SG,Piercer,macrophytes,9,2,9,8,9,6,5,response to water PChem differs between species
745,Target,Hemiptera,Arthropoda,Insecta,Hemiptera,Corixidae,Corixinae,Hesperocorixa,vulgaris,Hesperocorixa vulgaris,Hesperocorixa vulgaris,Hesperocorixa vulgaris,Species,Hesperocorixa vulgaris,Hesperocorixa.vulgaris,Presence,Hesperocorixa.vulgaris,Species,VNA,Piercer,macrophytes,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
